ordinal	view	build	shoulderHip	waist	evidence
77	full	1.5	?	?	graphic tee white shorts raised arms; shoulder/hip and waist contours not established in overview.
78	partial	1.5	?	?	black graphic tee denim shorts bent pose; shoulder/hip and waist contours not established in overview.
79	full	1.5	?	?	green floral mini raised leg; shoulder/hip and waist contours not established in overview.
80	partial	1.5	?	?	beige tee navy shorts oblique pose; shoulder/hip and waist contours not established in overview.
81	full	1.5	?	?	blue mini long grey layer crossed leg; shoulder/hip and waist contours not established in overview.
82	full	1.5	?	?	dark short overalls walking; shoulder/hip and waist contours not established in overview.
83	reject	?	?	?	repeated short overall walking look; shoulder/hip and waist contours not established in overview.
84	full	1.5	?	?	white tee denim shorts crossed legs; shoulder/hip and waist contours not established in overview.
85	partial	1.5	?	?	loose white peplum top dark shorts; shoulder/hip and waist contours not established in overview.
86	full	1.5	?	?	white crop blue flared skirt; shoulder/hip and waist contours not established in overview.
87	partial	1.5	?	?	lace crop beige skirt raised arms; shoulder/hip and waist contours not established in overview.
88	full	1.5	?	?	grey tee denim shorts walking; shoulder/hip and waist contours not established in overview.
89	full	1.5	?	?	olive jacket black crop shorts heeled boots; shoulder/hip and waist contours not established in overview.
90	reject	?	?	?	monochrome stylized shorts look; shoulder/hip and waist contours not established in overview.
91	seated	1.5	?	?	burgundy crop denim shorts seated; shoulder/hip and waist contours not established in overview.
92	seated	1.5	?	?	graphic tee shorts crouching; shoulder/hip and waist contours not established in overview.
93	full	1.5	?	?	peach striped crop denim shorts splayed pose; shoulder/hip and waist contours not established in overview.
94	full	1.5	?	?	red tee denim shorts bent pose; shoulder/hip and waist contours not established in overview.
95	full	1.5	?	?	black tee olive capris angled pose; shoulder/hip and waist contours not established in overview.
96	partial	1.5	?	?	burgundy crop grey shorts pulled hem; shoulder/hip and waist contours not established in overview.
97	partial	1.5	?	?	black tank plaid skirt side pose; shoulder/hip and waist contours not established in overview.
98	reject	?	?	?	distant small subject in street; shoulder/hip and waist contours not established in overview.
99	full	1.5	?	?	grey loose top black shorts crossed legs; shoulder/hip and waist contours not established in overview.
100	seated	1.5	?	?	black graphic top leggings seated; shoulder/hip and waist contours not established in overview.
101	partial	1.5	?	?	grey bomber white top denim mini; shoulder/hip and waist contours not established in overview.
102	reject	?	?	?	bent over shoe adjustment; shoulder/hip and waist contours not established in overview.
103	partial	1.5	?	?	yellow top denim shorts loose hem; shoulder/hip and waist contours not established in overview.
104	full	1.5	?	?	striped crop black shorts running pose; shoulder/hip and waist contours not established in overview.
105	seated	1.5	?	?	black top denim shorts heels seated; shoulder/hip and waist contours not established in overview.
106	full	1.5	?	?	black crop asymmetric sheer skirt; shoulder/hip and waist contours not established in overview.
107	full	1.5	?	?	blue pinafore white blouse flared skirt; shoulder/hip and waist contours not established in overview.
108	back	?	?	?	rear black dress; shoulder/hip and waist contours not established in overview.
109	partial	1.5	?	?	blue sleeveless blouse white trousers arms raised; shoulder/hip and waist contours not established in overview.
110	partial	1.5	?	?	dotted blouse black pleated skirt; shoulder/hip and waist contours not established in overview.
111	partial	1.5	?	?	blue graphic tee dark trousers leaning; shoulder/hip and waist contours not established in overview.
112	partial	1.5	?	?	black crop striped trousers open cardigan; shoulder/hip and waist contours not established in overview.
113	reject	?	?	?	repeated blue pinafore outfit; shoulder/hip and waist contours not established in overview.
114	partial	1.5	?	?	black flared dress side pose; shoulder/hip and waist contours not established in overview.
115	seated	1.5	?	?	grey shirt denim shorts seated; shoulder/hip and waist contours not established in overview.
116	partial	1.5	?	?	pink lace romper arms raised; shoulder/hip and waist contours not established in overview.
117	partial	1.5	?	?	denim jacket striped top raised arms; shoulder/hip and waist contours not established in overview.
118	seated	1.5	?	?	striped dress long navy layer reclining; shoulder/hip and waist contours not established in overview.
119	full	1.5	?	?	black crop jeans long grey layer; shoulder/hip and waist contours not established in overview.
120	seated	1.5	?	?	magenta dress seated; shoulder/hip and waist contours not established in overview.
121	seated	1.5	?	?	white top shorts seated; shoulder/hip and waist contours not established in overview.
122	full	?	?	?	loose navy shift over jeans; shoulder/hip and waist contours not established in overview.
123	partial	1.5	?	?	olive crop denim shorts raised arm; shoulder/hip and waist contours not established in overview.
124	partial	1.5	?	?	graphic tee dark shorts hands on hips; shoulder/hip and waist contours not established in overview.
125	partial	1.5	?	?	striped oversized knit denim shorts turned; shoulder/hip and waist contours not established in overview.
126	full	1.5	?	?	white crop striped trousers bent leg; shoulder/hip and waist contours not established in overview.
127	seated	1.5	?	?	white crop denim shorts crouching; shoulder/hip and waist contours not established in overview.
128	full	1.5	?	?	denim jacket black mini leaning; shoulder/hip and waist contours not established in overview.
129	partial	1.5	?	?	leather jacket grey tee denim shorts; shoulder/hip and waist contours not established in overview.
130	seated	1.5	?	?	black top blue jeans seated; shoulder/hip and waist contours not established in overview.
131	back	?	?	?	rear black crop denim shorts; shoulder/hip and waist contours not established in overview.
132	full	1.5	?	?	white blouse black mini long jacket; shoulder/hip and waist contours not established in overview.
133	seated	1.5	?	?	grey tee jeans seated bench; shoulder/hip and waist contours not established in overview.
134	partial	1.5	?	?	white halter geometric mini leaning; shoulder/hip and waist contours not established in overview.
135	full	1.5	?	?	pink floral long sleeve dress flared skirt; shoulder/hip and waist contours not established in overview.
136	full	1.5	?	?	leather jacket ruffle skirt sneakers; shoulder/hip and waist contours not established in overview.
137	seated	1.5	?	?	cream knit denim shorts seated; shoulder/hip and waist contours not established in overview.
138	seated	1.5	?	?	white tied shirt black mini crouching; shoulder/hip and waist contours not established in overview.
139	seated	1.5	?	?	black sleeveless dress seated; shoulder/hip and waist contours not established in overview.
140	full	1.5	?	?	dotted mini crossed leg raised arm; shoulder/hip and waist contours not established in overview.
141	seated	1.5	?	?	burgundy knit black jeans seated; shoulder/hip and waist contours not established in overview.
142	partial	1.5	?	?	black crop denim shorts side pose; shoulder/hip and waist contours not established in overview.
143	full	1.5	?	?	graphic tee denim shorts profile; shoulder/hip and waist contours not established in overview.
144	seated	?	?	?	oversized grey suit slumped pose; shoulder/hip and waist contours not established in overview.
145	partial	1.5	?	?	black ruffle neck dress side pose; shoulder/hip and waist contours not established in overview.
146	full	1.5	?	?	white top denim shorts low light; shoulder/hip and waist contours not established in overview.
147	partial	1.5	?	?	pink belted loose dress; shoulder/hip and waist contours not established in overview.
148	partial	1.5	?	?	blue knit cropped hips; shoulder/hip and waist contours not established in overview.
149	full	1.5	?	?	striped tank black leggings loose hem; shoulder/hip and waist contours not established in overview.
150	reject	?	?	?	dynamic tilted pose knit jeans; shoulder/hip and waist contours not established in overview.
151	full	1.5	?	?	lavender knit jeans asymmetric stance; shoulder/hip and waist contours not established in overview.
152	reject	?	?	?	same red cardigan look as 155; shoulder/hip and waist contours not established in overview.
153	full	1.5	?	?	white graphic tank denim shorts; shoulder/hip and waist contours not established in overview.
154	reject	?	?	?	repeated tank shorts outfit; shoulder/hip and waist contours not established in overview.
155	partial	1.5	?	?	red cardigan black dress; shoulder/hip and waist contours not established in overview.
156	reject	?	?	?	repeated tank shorts colorway; shoulder/hip and waist contours not established in overview.
157	full	1.5	?	?	orange tank black leggings balancing pose; shoulder/hip and waist contours not established in overview.
158	seated	1.5	?	?	lace top black tights crouching; shoulder/hip and waist contours not established in overview.
159	full	1.5	?	1	Enlarged: visible moderate waist indentation; turned torso and raised leg prevent shoulder comparison.
160	partial	1.5	?	?	pale floral dress leaning; shoulder/hip and waist contours not established in overview.
161	seated	?	?	?	loose white tee patterned trousers seated; shoulder/hip and waist contours not established in overview.
162	reject	?	?	?	wide shoot scene multiple people; shoulder/hip and waist contours not established in overview.
163	full	1.5	?	?	multicolor dress spinning skirt; shoulder/hip and waist contours not established in overview.
164	partial	1.5	?	?	purple patterned dress flared skirt; shoulder/hip and waist contours not established in overview.
165	partial	1.5	?	?	black white panel dress hand pulls hem; shoulder/hip and waist contours not established in overview.
166	back	?	?	?	rear striped crop white shorts; shoulder/hip and waist contours not established in overview.
167	full	1.5	?	?	grey wrap top black shorts raised arm; shoulder/hip and waist contours not established in overview.
168	partial	1.5	?	?	tan fitted romper arms cross body; shoulder/hip and waist contours not established in overview.
169	partial	1.5	?	?	red romper leaning pose; shoulder/hip and waist contours not established in overview.
170	seated	1.5	?	?	white cami ripped jeans seated; shoulder/hip and waist contours not established in overview.
171	full	1.5	?	?	black mini raised arms; shoulder/hip and waist contours not established in overview.
172	back	?	?	?	rear red top black skirt; shoulder/hip and waist contours not established in overview.
173	partial	1.5	?	?	blue offshoulder bodysuit side pose; shoulder/hip and waist contours not established in overview.
174	partial	1.5	?	?	black full skirt dress; shoulder/hip and waist contours not established in overview.
175	seated	1.5	?	?	black shirt shorts reclining; shoulder/hip and waist contours not established in overview.
176	seated	1.5	?	?	black crop denim shorts seated; shoulder/hip and waist contours not established in overview.
177	full	1.5	?	?	navy top white midi skirt; shoulder/hip and waist contours not established in overview.
178	full	1.5	?	?	white blouse jeans yellow heels dynamic pose; shoulder/hip and waist contours not established in overview.
179	full	1.5	?	?	black top orange midi skirt; shoulder/hip and waist contours not established in overview.
180	full	1.5	?	?	leather jacket black trousers profile; shoulder/hip and waist contours not established in overview.
181	full	1.5	?	?	blue tunic black tights; shoulder/hip and waist contours not established in overview.
182	full	1.5	?	?	black coat fitted trousers; shoulder/hip and waist contours not established in overview.
183	full	1.5	?	?	orange tailored jacket pleated mini; shoulder/hip and waist contours not established in overview.
184	full	1.5	?	?	black ruffled blouse shorts tights; shoulder/hip and waist contours not established in overview.
185	partial	1.5	?	?	grey blazer ornate neckline cropped hips; shoulder/hip and waist contours not established in overview.
186	full	1.5	?	?	black white outlined dress; shoulder/hip and waist contours not established in overview.
187	full	1.5	?	?	dark lace top black trousers heels; shoulder/hip and waist contours not established in overview.
188	reject	?	?	?	repeated dark lace look seated; shoulder/hip and waist contours not established in overview.
189	seated	?	?	?	burgundy bomber dark trousers seated; shoulder/hip and waist contours not established in overview.
190	full	1.5	?	?	oversized denim jacket black jeans; shoulder/hip and waist contours not established in overview.
191	full	?	?	?	white coat over patterned dress; shoulder/hip and waist contours not established in overview.
192	full	1.5	?	?	white coat black mini layers; shoulder/hip and waist contours not established in overview.
193	full	1.5	?	?	black jacket trousers; shoulder/hip and waist contours not established in overview.
194	full	1.5	?	?	dark jacket leather trousers heels; shoulder/hip and waist contours not established in overview.
195	partial	1.5	?	?	leopard jacket grey mini; shoulder/hip and waist contours not established in overview.
196	seated	1.5	?	?	red dress seated; shoulder/hip and waist contours not established in overview.
197	partial	1.5	?	?	multicolor striped dress scarf; shoulder/hip and waist contours not established in overview.
198	partial	1.5	?	?	fitted floral mini oblique; shoulder/hip and waist contours not established in overview.
199	full	2	?	?	black maxi belted drape; shoulder/hip and waist contours not established in overview.
200	full	1.5	?	?	white graphic tee jeans tied shirt; shoulder/hip and waist contours not established in overview.
201	partial	1.5	?	?	black top patterned midi; shoulder/hip and waist contours not established in overview.
202	partial	1.5	?	?	green cardigan floral shorts; shoulder/hip and waist contours not established in overview.
203	full	1.5	?	?	blue knee dress crossed arms; shoulder/hip and waist contours not established in overview.
204	full	1.5	?	?	fur layer black dress; shoulder/hip and waist contours not established in overview.
205	full	1.5	?	?	yellow top black skirt car exit; shoulder/hip and waist contours not established in overview.
206	full	1.5	?	?	pink cutout dress flare; shoulder/hip and waist contours not established in overview.
207	full	1.5	?	?	tan top black tailored shorts; shoulder/hip and waist contours not established in overview.
208	back	?	?	?	rear white tee shorts; shoulder/hip and waist contours not established in overview.
209	partial	?	?	?	yellow jacket colorful scarf layers; shoulder/hip and waist contours not established in overview.
210	seated	1.5	?	?	grey blazer black trousers; shoulder/hip and waist contours not established in overview.
211	seated	1.5	?	?	patterned dress seated; shoulder/hip and waist contours not established in overview.
212	partial	1.5	?	?	white lace crop floral bottom cropped; shoulder/hip and waist contours not established in overview.
213	full	?	?	?	cream knit burgundy trousers; shoulder/hip and waist contours not established in overview.
214	seated	1.5	?	?	white top denim shorts seated; shoulder/hip and waist contours not established in overview.
215	seated	1.5	?	?	red jacket jeans seated; shoulder/hip and waist contours not established in overview.
216	partial	1.5	?	?	white mini loose waist; shoulder/hip and waist contours not established in overview.
217	full	1.5	?	?	blue number jersey denim shorts; shoulder/hip and waist contours not established in overview.
218	back	?	?	?	side rear black top shorts; shoulder/hip and waist contours not established in overview.
219	partial	?	?	?	navy doublebreasted jacket profile; shoulder/hip and waist contours not established in overview.
220	full	1.5	?	?	gold top black trousers leaning; shoulder/hip and waist contours not established in overview.
221	full	?	?	?	loose black midi; shoulder/hip and waist contours not established in overview.
222	full	1.5	?	?	patterned top beige mini; shoulder/hip and waist contours not established in overview.
223	full	?	?	?	teal coat black skirt distant profile; shoulder/hip and waist contours not established in overview.
224	partial	1.5	0	0	Enlarged: close-fitting panel dress shows similar shoulder and hip widths and relatively straight waist contour.
225	full	?	?	?	loose plaid shirt dress; shoulder/hip and waist contours not established in overview.
226	full	?	?	?	black fur coat white skirt layers; shoulder/hip and waist contours not established in overview.
227	back	?	?	?	rear tan coat; shoulder/hip and waist contours not established in overview.
228	partial	1.5	?	?	white lace top leaning; shoulder/hip and waist contours not established in overview.
229	full	1.5	?	?	blue cardigan white top jeans; shoulder/hip and waist contours not established in overview.
230	full	?	?	?	orange cardigan floral midi; shoulder/hip and waist contours not established in overview.
231	full	1.5	?	?	denim jacket pink mini; shoulder/hip and waist contours not established in overview.
232	full	?	?	?	plaid coat wide denim; shoulder/hip and waist contours not established in overview.
233	full	?	?	?	black coat mini heels; shoulder/hip and waist contours not established in overview.
234	full	1.5	?	?	peach maxi loose skirt; shoulder/hip and waist contours not established in overview.
235	full	?	?	?	brown jacket trousers bicycle occlusion; shoulder/hip and waist contours not established in overview.
236	full	1.5	?	?	black wrap maxi; shoulder/hip and waist contours not established in overview.
237	full	1.5	?	?	denim shirt jeans; shoulder/hip and waist contours not established in overview.
238	full	?	?	?	pink coat denim layers; shoulder/hip and waist contours not established in overview.
239	full	1.5	?	?	striped wide jumpsuit; shoulder/hip and waist contours not established in overview.
240	back	?	?	?	rear colorblock mini; shoulder/hip and waist contours not established in overview.
241	reject	?	?	?	repeated green dress at 248; shoulder/hip and waist contours not established in overview.
242	partial	1.5	?	?	black bodycon low light; shoulder/hip and waist contours not established in overview.
243	partial	1.5	?	?	black jumpsuit arms extended; shoulder/hip and waist contours not established in overview.
244	full	1.5	?	?	orange blouse shorts raised leg; shoulder/hip and waist contours not established in overview.
245	seated	1.5	?	?	black top pink draped skirt; shoulder/hip and waist contours not established in overview.
246	full	1.5	?	?	lavender shirt dress; shoulder/hip and waist contours not established in overview.
247	partial	1.5	?	?	navy floral mini; shoulder/hip and waist contours not established in overview.
248	partial	1.5	?	?	green fit flare dress; shoulder/hip and waist contours not established in overview.
249	seated	1.5	?	?	beige knit patterned skirt; shoulder/hip and waist contours not established in overview.
250	full	1.5	0	1	Enlarged: fitted navy dress shows similar shoulder and hip widths with moderate waist indentation.
251	full	1.5	?	?	black lace top leather trousers; shoulder/hip and waist contours not established in overview.
252	partial	1.5	?	?	black peplum trousers; shoulder/hip and waist contours not established in overview.
253	detail	?	?	?	face upper chest crop; shoulder/hip and waist contours not established in overview.
254	full	2	?	?	pink top grey pencil skirt; shoulder/hip and waist contours not established in overview.
255	seated	1.5	?	?	navy dress seated; shoulder/hip and waist contours not established in overview.
256	seated	1.5	?	?	grey tank denim shorts; shoulder/hip and waist contours not established in overview.
257	full	1.5	?	?	loose black mini raised arms; shoulder/hip and waist contours not established in overview.
258	full	1.5	?	?	denim shirt floral midi walking; shoulder/hip and waist contours not established in overview.
259	seated	2	?	?	black tank dark trousers; shoulder/hip and waist contours not established in overview.
260	full	1.5	?	?	black blazer grey top leather trousers; shoulder/hip and waist contours not established in overview.
261	full	1.5	?	?	white blazer black cropped trousers; shoulder/hip and waist contours not established in overview.
262	partial	1.5	?	?	white jacket navy crop sheer skirt; shoulder/hip and waist contours not established in overview.
263	full	1.5	?	?	grey tailored suit heels; shoulder/hip and waist contours not established in overview.
264	partial	1.5	?	?	striped midi; shoulder/hip and waist contours not established in overview.
265	full	1.5	?	?	pale blouse dark trousers tall boots; shoulder/hip and waist contours not established in overview.
266	full	1.5	?	?	blue shirt fitted jeans purple heels; shoulder/hip and waist contours not established in overview.
267	full	1.5	?	?	white jacket patterned mini; shoulder/hip and waist contours not established in overview.
268	seated	1.5	?	?	grey pantsuit seated; shoulder/hip and waist contours not established in overview.
269	seated	1.5	?	?	red mini seated; shoulder/hip and waist contours not established in overview.
270	full	1.5	?	?	dark flared mini; shoulder/hip and waist contours not established in overview.
271	partial	2	?	?	white lace blouse black trousers; shoulder/hip and waist contours not established in overview.
272	partial	1.5	?	?	black lace top plaid mini; shoulder/hip and waist contours not established in overview.
273	full	1.5	?	?	magenta top shorts wide stance; shoulder/hip and waist contours not established in overview.
274	detail	?	?	?	shoulderless skirt detail; shoulder/hip and waist contours not established in overview.
275	seated	1.5	?	?	striped dress seated; shoulder/hip and waist contours not established in overview.
276	full	1.5	?	?	cream ruffled mini; shoulder/hip and waist contours not established in overview.
277	full	1.5	?	?	grey top green shorts bent pose; shoulder/hip and waist contours not established in overview.
278	full	1.5	?	?	patterned jacket top trousers; shoulder/hip and waist contours not established in overview.
279	partial	?	?	?	oversized striped jacket cropped; shoulder/hip and waist contours not established in overview.
280	partial	1.5	?	?	white tee brown bottoms oblique; shoulder/hip and waist contours not established in overview.
281	full	1.5	?	?	red tiered mini; shoulder/hip and waist contours not established in overview.
282	full	2	?	?	checked blazer pink top grey mini; shoulder/hip and waist contours not established in overview.
283	partial	2	?	?	patterned tunic tights; shoulder/hip and waist contours not established in overview.
284	full	2	?	?	green striped mini; shoulder/hip and waist contours not established in overview.
285	full	1.5	?	?	cream top plaid mini oblique; shoulder/hip and waist contours not established in overview.
286	full	1.5	?	?	cream top long pleated skirt; shoulder/hip and waist contours not established in overview.
287	full	1.5	?	?	blue shirt white trousers checked jacket; shoulder/hip and waist contours not established in overview.
288	partial	1.5	?	?	white ruffle crop black shorts; shoulder/hip and waist contours not established in overview.
289	partial	1.5	?	?	floral romper; shoulder/hip and waist contours not established in overview.
290	full	1.5	?	?	leather jacket blue flares; shoulder/hip and waist contours not established in overview.
291	full	1.5	?	?	black blazer white dress; shoulder/hip and waist contours not established in overview.
292	full	1.5	?	?	red jacket graphic mini leggings; shoulder/hip and waist contours not established in overview.
293	full	2	?	?	leopard top black midi; shoulder/hip and waist contours not established in overview.
294	full	1.5	?	?	leather jacket patterned leggings; shoulder/hip and waist contours not established in overview.
295	partial	1.5	?	?	grey tee black shorts oblique; shoulder/hip and waist contours not established in overview.
296	partial	1.5	?	?	black crop jacket jeans raised arms; shoulder/hip and waist contours not established in overview.
297	full	1.5	?	?	blue red plaid mini; shoulder/hip and waist contours not established in overview.
298	partial	?	?	?	turquoise jacket floral dress scarf; shoulder/hip and waist contours not established in overview.
299	full	1.5	?	?	black sleeveless dress; shoulder/hip and waist contours not established in overview.
300	full	1.5	?	?	yellow striped shift blue layer; shoulder/hip and waist contours not established in overview.
301	full	2	?	?	blue patterned mini balancing; shoulder/hip and waist contours not established in overview.
302	full	1.5	?	?	white mini checked scarf; shoulder/hip and waist contours not established in overview.
303	partial	1.5	?	?	pale floral romper; shoulder/hip and waist contours not established in overview.
304	full	1.5	?	?	lavender top green mini; shoulder/hip and waist contours not established in overview.
305	full	1.5	?	?	pale knit black mini raised leg; shoulder/hip and waist contours not established in overview.
306	full	1.5	?	?	cream top long pleated skirt; shoulder/hip and waist contours not established in overview.
307	full	1.5	?	?	tan cropped knit denim shorts; shoulder/hip and waist contours not established in overview.
308	full	1.5	0	1	Enlarged: fitted tank and shorts show similar shoulder and hip widths with moderate indentation.
309	full	1.5	?	?	fitted black top trousers heels; shoulder/hip and waist contours not established in overview.
310	full	1.5	?	?	white crop black leather trousers; shoulder/hip and waist contours not established in overview.
311	back	?	?	?	rear blouse mini; shoulder/hip and waist contours not established in overview.
312	full	1.5	?	?	green floral mini; shoulder/hip and waist contours not established in overview.
313	seated	1.5	?	?	white blouse navy mini; shoulder/hip and waist contours not established in overview.
314	full	1.5	?	?	red top white patterned mini; shoulder/hip and waist contours not established in overview.
315	partial	1.5	?	?	beige halter jumpsuit crossed arms; shoulder/hip and waist contours not established in overview.
316	full	1.5	?	?	black crop highwaist trousers grey layer; shoulder/hip and waist contours not established in overview.
317	partial	1.5	?	?	black lace top patterned trousers; shoulder/hip and waist contours not established in overview.
318	full	1.5	?	?	black mini side pose; shoulder/hip and waist contours not established in overview.
319	partial	1.5	?	?	black ruffled blouse patterned mini; shoulder/hip and waist contours not established in overview.
320	full	1.5	?	?	navy jacket white shirt jeans; shoulder/hip and waist contours not established in overview.
321	full	1.5	?	?	denim layer patterned mini; shoulder/hip and waist contours not established in overview.
322	full	1.5	?	?	grey jacket patterned cropped trousers; shoulder/hip and waist contours not established in overview.
323	full	1.5	?	?	beige dress tights instrument occlusion; shoulder/hip and waist contours not established in overview.
324	full	1.5	?	?	black blazer tan blouse flared jeans; shoulder/hip and waist contours not established in overview.
325	full	1.5	?	?	navy vest patterned shorts; shoulder/hip and waist contours not established in overview.
326	reject	?	?	?	extreme bent pose obscures outfit; shoulder/hip and waist contours not established in overview.
