ordinal	view	build	shoulderHip	waist	evidence
86	reject	?	?	?	Seated repeat of lavender outfit at 87.
87	partial	1.5	?	1	Lavender crop and loose denim pants; moderate visible waist indentation, hip drape uncertain.
88	reject	?	?	?	Orange colorway repeats cropped tee and denim styling.
89	reject	?	?	?	Repeated cropped tee and denim styling.
90	reject	?	?	?	Kneeling brown colorway of cropped tee outfit.
91	reject	?	?	?	Brown colorway repeats crop and denim styling.
92	reject	?	?	?	Green colorway repeats crop and denim styling.
93	detail	?	?	?	Neckline fabric detail.
94	reject	?	?	?	Cream colorway repeats crop and denim styling.
95	detail	?	?	?	Upper-body crop of cream tee without hips.
96	partial	2.5	?	1	Yellow cutout tank and black trousers; moderate waist indentation visible, hips hidden by gathers.
97	detail	?	?	?	Cutout neckline closeup.
98	reject	?	?	?	Reclining repeat of brown tank outfit at 99.
99	partial	1.5	?	1	Brown cutout tank and black trousers; waist visible, trouser volume obscures hips.
100	detail	?	?	?	Blue tank neckline detail.
101	reject	?	?	?	Blue colorway repeats cutout tank and black trousers.
102	reject	?	?	?	Pink colorway repeats cutout tank and black trousers.
103	reject	?	?	?	Full pink colorway of same tank outfit.
104	reject	?	?	?	Grey colorway repeats yellow tank styling.
105	reject	?	?	?	Full grey colorway of same cutout tank outfit.
106	reject	?	?	?	Reclining burgundy colorway repeats tank outfit.
107	reject	?	?	?	Burgundy colorway repeats cutout tank outfit.
108	full	2.5	?	?	Yellow dress with magenta scarf; lifted skirt and moving pose hide contours.
109	partial	2.5	?	?	Black lace-up dress with lilac shorts visible; bent leg and structured waist obscure axes.
110	seated	3	?	?	Black puff-sleeve dress and hat; seated limbs and drape obscure ratios.
111	seated	2.5	?	?	Striped shirt and blue shorts; loose shirt and seated pose hide contours.
112	seated	3	?	?	Purple dress and blue shorts; seated pose and drape obscure body axes.
113	detail	?	?	?	Shorts crop without shoulders.
114	full	3	?	?	Red dress with pink shorts; lifted flared hem conceals hips.
115	full	2	?	?	Leopard dress and boots; laced bodice and flared skirt obscure body axes.
116	full	2.5	?	?	Patterned red dress; draped fabric and raised hem conceal waist and hips.
117	full	3	?	?	Pink tiered dress; voluminous skirt hides hips.
118	seated	2.5	?	?	Printed belted shirt-dress with heels in wheelchair; seated pose obscures axes.
119	detail	?	?	?	Bag and lap closeup.
120	partial	3	?	?	Pink wrap top and tiered skirt; skirt volume conceals hips.
121	full	2	?	?	Black cropped jacket with pink tiered skirt and beret; layers obscure waist/hips.
122	full	2.5	?	?	Pink wrap top and black layered skirt; gathered skirt hides hips.
123	reject	?	?	?	Two-person image.
124	full	2	?	?	Lilac wrap top and tiered skirt; flared skirt hides hip contour.
125	partial	2.5	?	?	Black wrap top and layered skirt; skirt conceals hips.
126	partial	1.5	?	?	Graphic tee with pink drape and black tiered skirt; waist and hips obscured.
127	full	2.5	?	?	Lime jacket and lilac skirt; raised arm and flared skirt obscure ratios.
128	detail	?	?	?	Skirt and tights crop without shoulders.
129	partial	2.5	?	?	Black wrap top and belted red trousers; angle and belted waist prevent body-axis judgment.
130	partial	2.5	0	1	Black fitted wrap top and jeans; approximately balanced shoulders/hips and moderate indentation.
131	partial	3	?	?	Blue loose tee and shorts; long hem conceals waist and hips.
132	reject	?	?	?	Closer repeat of blue tee outfit.
133	seated	2.5	?	?	Black lounge tee while seated cross-legged; drape and pose obscure contours.
134	seated	3	?	?	Grey lounge tee and shorts; seated pose and blanket conceal axes.
135	full	2.5	?	?	Black fitted top, shorts, fishnets and tied plaid shirt; shirt covers hips.
136	full	2.5	?	?	Draped black top and shorts; angled stance and loose torso hide axes.
137	back	?	?	?	Rear graphic tee view.
138	back	?	?	?	Rear graphic tee view.
139	full	2	?	?	Purple wrap dress and boots; skirt drape hides hips.
140	seated	1.5	?	?	Purple dress while seated with raised arms; pose obscures contours.
141	back	?	?	?	Rear graphic tee view.
142	back	?	?	?	Rear graphic tee view.
