ordinal	view	build	shoulderHip	waist	presentation	evidence
33	full	?	?	?	D	Bright furry jacket and short skirt; torso hidden.
34	full	1.5	?	?	F	Knotted sleeveless top and long skirt; side pose.
35	seated	1.5	?	?	U	Denim shirt and shorts; seated sideways.
36	full	1.5	?	?	F	Lace tunic, shorts and heels; loose top hides waist.
37	full	?	?	?	U	Long coat and boots; side pose and concealed torso.
38	partial	?	?	?	U	Brown coat and large bag hide body contour.
39	partial	1.5	?	?	C	Biker jacket and black trousers; jacket hides waist.
40	full	1.5	?	?	D	Striped coat dress and boots; layered torso.
41	partial	?	?	?	U	Utility coat and scarf; lower crop and layered torso.
42	full	?	?	?	U	Long coat and scarf; loose layering obscures build.
43	partial	?	?	?	U	Black coat and scarf conceal torso.
44	full	1.5	?	?	U	Printed trouser suit; loose tailoring obscures waist and hips.
45	full	1.5	?	?	U	Denim overalls and long-sleeved top; loose bib conceals waist.
46	full	2	?	?	D	White tee and short skirt; angled torso and hands in pockets.
47	full	2	?	?	D	Grey long knit dress; skirt drape conceals hip boundary.
48	reject	?	?	?	U	Repeated denim beach outfit from collection 755.
49	reject	?	?	?	U	Repeated denim shirt and shorts ensemble from collection 755.
50	partial	1.5	?	?	U	Padded jacket and striped tee; jacket hides waist, legs cropped.
51	partial	?	?	?	D	Red flared coat; outerwear hides contours.
52	seated	1.5	?	?	U	Neutral sleeveless outfit on bicycle; seated oblique pose.
53	full	1.5	?	?	D	Rust short dress and boots; side pose with large bag.
54	partial	?	?	?	U	Black overcoat obscures torso and hips.
55	full	?	?	?	U	Dark coat and tights; walking side view.
56	partial	1.5	?	?	F	Black cropped top and grey trousers; tilted torso and arm obscures hip.
57	partial	1.5	?	?	C	Biker jacket, printed tee and jeans; hands and bag obscure torso.
58	full	1.5	?	?	D	White lace dress and heels; distant pose and flared skirt.
59	full	?	?	?	U	Black jacket, scarf and trousers; layered walking pose.
60	reject	?	?	?	U	Repeated grey coat outfit from collection 757.
61	partial	1.5	?	?	U	Black blazer and jeans; side view and held clothing.
62	full	1.5	?	?	D	Dark coat and patterned skirt; walking pose and layered torso.
63	partial	?	?	?	U	Dark top, scarf and light trousers; crop and layers obscure build.
64	full	?	?	?	D	Structured belted coat dress; garment shaping obscures body.
65	full	?	?	?	D	Red flared coat and heels; side view and concealed torso.
66	full	1.5	?	?	U	Tan coat and black trousers; loose layers obscure waist.
67	full	1.5	?	?	D	Black long dress and boots; held coat hides torso.
68	full	1.5	?	?	D	Purple dress and heels; loose drape and hand across torso.
69	partial	1.5	?	?	F	Floral blouse and plaid jacket; lower crop and structured layers.
70	full	2.5	?	?	D	Blue flared dress and red cardigan; skirt conceals hips.
71	full	1.5	?	?	F	Dark fitted top and leopard skirt; raised arms and angled stance.
72	full	2	?	?	D	Strapless floral long dress; hands on hips and skirt drape.
73	full	1.5	?	?	D	Yellow belted long dress; raised arm and flared skirt.
74	full	1.5	?	?	F	Green top, wide trousers and heels; loose lower silhouette.
75	full	?	?	?	U	Distant walking layered outfit; contours too small to judge.
76	full	1.5	?	?	F	Graphic cropped top and blue shorts; distant body outline.
77	full	1.5	?	?	D	White long dress with scarf and open layer; draped torso.
78	partial	1.5	?	?	U	Leather coat with arms extended; garment shaping obscures waist.
79	partial	1.5	?	?	U	Graphic tee and denim layer; hands and crop conceal hips.
80	partial	1.5	?	?	D	White peplum top and fringe skirt; garment flare hides waist and hips.
81	partial	1.5	?	?	D	Asymmetric pale dress; raised arm and tilted pose.
82	full	1.5	?	?	D	Turquoise patterned long dress; hand on hip and flared skirt.
83	partial	1.5	?	?	F	Black lace blouse and trousers; oblique torso and loose hem.
84	full	1.5	?	?	D	Beige jacket, green skirt and heels; structured torso and wide stance.
85	partial	1.5	?	?	F	Black cropped top and shorts; both arms extended.
86	partial	1.5	?	?	U	Vest, striped top and scarf; twisted torso and layered contours.
87	partial	1.5	?	?	U	Padded jacket and plaid hat; bent torso and lower crop.
88	seated	1.5	?	?	U	Grey loose top and dark trousers on sofa; seated with books.
89	seated	1.5	?	?	U	Patterned trouser suit; seated leaning pose hides proportions.
90	seated	1.5	?	?	U	Dark leather ensemble; bent seated torso.
91	seated	1.5	?	?	D	Sheer long dress; leaning seated posture.
92	seated	1.5	?	?	D	Patterned long dress; reclining posture.
93	full	1.5	?	?	D	White long dress; side pose and draped skirt.
94	full	1.5	?	?	D	Yellow patterned short dress; raised arm and crossed legs.
95	full	1.5	?	?	D	Polka-dot skirt ensemble and heels; flared skirt hides hips.
96	full	1.5	?	?	F	Denim cropped ensemble; raised arms and crossed legs.
97	full	1.5	?	?	U	White shirt and denim shorts; raised arm and wide stance.
98	partial	1.5	?	?	D	Black cropped top and flared short skirt; hips obscured.
99	full	1.5	?	?	D	Black fitted knee-length dress; slight turned pose.
100	reject	?	?	?	U	Repeated white shirt and denim shorts beach ensemble from collection 817.
101	seated	1.5	?	?	D	Pale skirt ensemble seated on bench; crossed bent legs.
102	full	1.5	?	?	D	Pale dress and boots; side pose and gathered waist.
103	partial	1.5	?	?	D	Printed long-sleeved short dress; raised arms.
104	full	1.5	?	?	D	White top and pink flared skirt; skirt conceals hip contour.
105	partial	1.5	?	?	D	Black top and blue flared skirt; hip boundary hidden.
106	partial	1.5	?	?	U	Patterned tank and floral shorts; walking and raised hand.
107	partial	1.5	?	?	D	Burgundy fitted dress; leaning against rail with raised arm.
108	partial	1.5	?	?	D	Dark flared dress with white trim; side pose and gathered skirt.
109	full	1.5	?	?	D	Burgundy top and tiered white skirt; side pose.
110	full	1.5	?	?	D	Printed short dress; distant figure and angled stance.
111	full	1.5	?	?	D	Blue fitted dress and heels; hands obscure waist.
112	back	?	?	?	U	Rear black top and leather skirt.
113	partial	1.5	?	?	U	Pale denim shirt and jeans; side pose and lower crop.
114	partial	1.5	?	?	F	Black lace-up front ensemble; walking and lower crop.
115	full	1.5	?	?	D	Striped top and check skirt; distant pose, skirt contour uncertain.
116	seated	1.5	?	?	U	Grey top and jeans seated on logs; bent torso.
117	full	1.5	?	?	F	Structured leather jacket, shorts and high socks; garment shaping.
118	partial	1.5	?	?	D	Blue printed fitted dress; arms at sides obscure waist boundary.
119	seated	1.5	?	?	D	Floral short dress seated on dock; proportions obscured by pose.
