ordinal	view	build	shoulderHip	waist	evidence
52	full	1.5	?	?	Floral trouser suit over black top with loafers; tailored shoulders and hips obscure anatomy.
53	detail	?	?	?	Printed trousers crop without upper torso.
54	detail	?	?	?	Pocket and waistband closeup.
55	detail	?	?	?	Trouser-focused crop without shoulders; fuller outfit 56 retained.
56	full	1.5	?	?	Printed shirt over black sleeves and wide brown trousers; angled pose and volume hide ratios.
57	reject	?	?	?	Seated repeat of black and white botanical shirt; 58 retained.
58	partial	1.5	?	?	Botanical camp shirt with dark bottoms and wide brim hat; raised arm and loose shirt hide axes.
59	reject	?	?	?	Product-only blazer on white background.
60	full	?	?	?	Dark trouser suit with loafers; distant figure and tailored layers prevent body estimate.
61	reject	?	?	?	Product-only yellow blazer.
62	reject	?	?	?	Product-only pastel shorts.
63	back	?	?	?	Rear pastel shorts crop.
64	reject	?	?	?	Product-only peach shirt.
65	detail	?	?	?	Face and collar crop without outfit.
66	reject	?	?	?	Product-only blue shirt colorway.
67	detail	?	?	?	Face and collar closeup without outfit.
68	reject	?	?	?	Product-only striped tank.
69	full	?	?	?	Striped robe and shorts ensemble; small figure and robe obscure body contours.
70	reject	?	?	?	Product-only graphic tee.
71	detail	?	?	?	Graphic embroidery closeup.
72	reject	?	?	?	Product-only navy trousers.
73	reject	?	?	?	Near-repeat navy suit styling of 60; no added contour evidence.
74	reject	?	?	?	Product-only navy blazer.
75	partial	1.5	?	?	Open navy blazer over white tee and navy trousers; layered torso hides axes.
76	reject	?	?	?	Product-only striped blazer.
77	full	1.5	?	?	Striped suit with neck scarf; structured shoulders and loose trousers hide contours.
78	reject	?	?	?	Product-only brown blazer.
79	full	?	?	?	Brown open suit and pale shirt; distant loose layers prevent build judgment.
80	reject	?	?	?	Product-only cream shorts.
81	reject	?	?	?	Rear product-only cream shorts.
82	reject	?	?	?	Product-only burgundy shorts.
83	reject	?	?	?	Rear product-only burgundy shorts.
84	reject	?	?	?	Product-only cargo shorts.
85	partial	1.5	?	?	Embroidered camp shirt and cargo shorts; lean visible limbs, angled loose torso.
86	reject	?	?	?	Product-only green shorts.
87	reject	?	?	?	Two-person promotional scene; no single outfit target.
88	partial	2.5	?	?	Sheer floral top and black cinched waist; hands and belt obscure natural contours.
89	full	2.5	?	1	Enlarged fitted lace torso shows moderate waist indentation; bag conceals one hip boundary, so shoulder/hip balance stays unknown.
90	full	2.5	?	?	Red tied top with flared black skirt; skirt and bent stance hide hip balance.
91	back	?	?	?	Rear three-quarter skirt ensemble.
92	full	2	?	?	Black dress with belt; raised arm and spread skirt conceal natural contours.
93	full	3	?	?	Purple empire dress; gathered skirt conceals waist and hip shape.
94	full	2.5	?	?	Printed wrap dress; flared skirt and extended arm obscure proportions.
95	reject	?	?	?	Two-person dress photograph.
96	reject	?	?	?	Skirt-spread repeat of beach outfit; 97 has clearer framing.
97	full	1.5	?	?	Black tank and celestial skirt; bent pose, belt and flare hide axes.
98	seated	3	?	?	Black puff sleeve top and gray skirt; cross-legged pose obscures proportions.
99	reject	?	?	?	Cropped repeat of puff sleeve top; arms and hip width not fully shown.
100	full	1.5	?	?	Burgundy fitted top and wide checked trousers; raised knee and tilted torso obscure axes.
101	reject	?	?	?	Seated repeat of burgundy top and checked trousers.
102	detail	?	?	?	Graphic tee crop with shoulders cut; full outfit 103 retained.
103	full	2.5	?	?	White graphic tee and wide jeans; loose layers hide waist and hip contours.
104	full	2.5	?	?	White fitted tee and blue flared skirt; raised arm and skirt obscure axes.
105	full	1.5	?	?	Gray embroidered cardigan and blue skirt; lifted arm and spread skirt conceal hips.
106	full	3	?	?	Pink and black asymmetric top with purple skirt; skirt flare hides hip boundary.
107	full	2.5	?	?	Blue tied shirt with purple flared skirt and boots; bent arm and skirt hide ratios.
108	partial	3	?	?	Cream jacket and top with dark flared skirt; layers and flare obscure body axes.
109	full	1.5	?	?	Gray blazer with dark skirt and loafers; jacket and angled walking stance hide contours.
110	full	3	?	?	Green crop top, denim mini and long pale coat; coat conceals shoulder and hip boundaries.
111	partial	2.5	?	?	Lace layers, floral corset and turquoise shorts; shaping garment prevents natural waist judgment.
112	full	3	?	?	White tied shirt, dark top and turquoise shorts in water; raised knee and splash obscure axes.
113	full	2	?	?	Red top and shorts under black cardigan and skirt; bent knee and belt obscure axes.
114	detail	?	?	?	Red shorts and skirt closeup without torso.
115	full	3	?	?	Orange belted dress over orange shorts; belt, gathered fabric and pose obscure axes.
116	seated	3	?	?	Gray polo and orange shorts; seated pose and loose hem hide waist and hips.
