ordinal	view	build	shoulderHip	waist	evidence
28	detail	?	?	?	Drawstring waistband detail only.
29	full	2	?	?	Visible overall frame supports build; loose pink blouse and wide jeans obscure waist and hips.
30	reject	?	?	?	Angled repeat of pink blouse and embroidered jeans.
31	full	2	?	?	Visible legs and overall frame support build; bulky heart sweater and flared skirt hide shape.
32	seated	2	?	?	Visible arms and lower legs support build; seated pose and skirt obscure standing proportions.
33	partial	3	?	1	Fitted black top shows broad build and moderate taper; bag and draped skirt obscure hips.
34	partial	3	?	1	Fitted black bodysuit and bare thighs show broad build and moderate taper; raised arm obscures shoulder span.
35	full	2	0	1	Fitted halter dress shows similar shoulder and hip spans with moderate waist taper.
36	detail	?	?	?	Dress drawstring close-up without shoulders.
37	full	2	?	?	Visible limbs support build; corset belt and flared skirt conceal natural shape.
38	seated	2	?	?	Seated corset-belt outfit shows limbs; pose and construction conceal shape.
39	partial	2	?	?	Fitted rainbow top supports build; raised arms and bent knee distort frontal proportions.
40	full	2	?	?	Rainbow top and visible legs support build; angled stance and tiered skirt conceal shape.
41	full	2.5	?	1	Visible arms and fitted rainbow bodice show moderate taper; flared skirt conceals hips.
42	partial	3	?	1	Fitted rainbow bodice and bare forearms show broad build and moderate taper; flared skirt hides hips.
43	full	2.5	?	1	Fitted teal bodice and visible limbs support build and moderate taper; gathered skirt hides hips.
44	full	3	?	1	Teal fitted bodice and visible limbs support broad build and moderate taper; loose skirt conceals hips.
45	full	2.5	?	?	Visible legs and torso support build; puff sleeves, belt and flared velvet skirt conceal natural shape.
46	partial	2	?	?	Visible lower limbs and torso support build; loose sleeves and gathered velvet dress obscure shape.
47	detail	?	?	?	Kilt and boots crop without torso.
48	detail	?	?	?	Side kilt view with shoulders absent.
49	detail	?	?	?	Gray jeans product crop without shoulders.
50	detail	?	?	?	Side gray jeans crop without upper torso.
51	partial	1.5	?	?	Slim bare arms support build; buckled vest shapes waist and shoulders.
52	detail	?	?	?	Vest buckle close-up only.
53	detail	?	?	?	Laced jeans crop without shoulders.
54	back	?	?	?	Rear laced-jeans view excluded.
55	detail	?	?	?	Harness-trouser crop without upper body.
56	detail	?	?	?	Side harness-trouser crop without shoulders.
57	detail	?	?	?	Red-strap trousers shown below waist only.
58	detail	?	?	?	Side red-strap trousers shown without upper body.
59	detail	?	?	?	Long black skirt product crop without shoulders.
60	detail	?	?	?	Second long-skirt product crop without shoulders.
61	detail	?	?	?	Wide trouser crop without upper body.
62	detail	?	?	?	Side wide-trouser crop without upper body.
63	partial	?	?	?	Loose striped long-sleeve top hides arms and torso; lower body cropped.
64	reject	?	?	?	Angled repeat of white striped top.
65	partial	?	?	?	Red striped top drapes loosely; body contours unsupported in crop.
66	reject	?	?	?	Angled repeat of red striped top.
67	detail	?	?	?	Striped cargo shorts crop without shoulders.
68	detail	?	?	?	Side cargo shorts crop without torso.
69	detail	?	?	?	Black cargo trousers crop without shoulders.
70	detail	?	?	?	Side black cargo trousers crop without shoulders.
71	partial	3	?	?	Broad upper arms and torso visible; loose shirt and shoulder styling obscure shape.
72	back	?	?	?	Rear white shirt and striped trousers excluded.
73	partial	3	?	?	Broad upper arms and torso visible; structured strap shirt conceals natural shape.
74	back	?	?	?	Rear strap-shirt outfit excluded.
75	detail	?	?	?	Striped trousers crop without shoulders.
76	partial	3	?	?	Broad torso and exposed upper arm support build; asymmetric shirt and skirt conceal shape.
77	back	?	?	?	Rear black shirt and plaid skirt excluded.
78	partial	3	?	?	Broad torso visible through ordinary shirt; belt and angled pose prevent shape labels.
79	back	?	?	?	Rear black shirt and trousers excluded.
80	partial	3	?	?	Broad upper arm and torso support build; extended shirt hem hides hips and waist.
81	back	?	?	?	Rear black shirt and red trousers excluded.
82	detail	?	?	?	Shorts and stocking-strap crop without shoulders.
83	full	1.5	?	?	Slim visible legs support build; puff sleeves and flared shorts obscure torso proportions.
84	partial	1.5	?	?	Visible narrow legs and overall frame support build; puff shoulders and held skirt hide shape.
85	reject	?	?	?	Two-person outfit photo has no single reference subject.
86	partial	?	?	?	Oversized red hoodie covers arms and torso; insufficient body outline.
87	reject	?	?	?	Two-person hoodie photo excluded.
88	partial	1.5	?	?	Narrow visible frame supports approximate build; puff shoulders and dark cropped lower torso obscure shape.
89	reject	?	?	?	Two-person seated promotional scene excluded.
90	partial	1.5	?	?	Exposed narrow arms support build; oversized printed tee hides torso proportions.
91	reject	?	?	?	Two-person seated tee photo excluded.
92	partial	1.5	?	?	Narrow exposed arms and legs support build; trimmed dress construction obscures natural proportions.
93	reject	?	?	?	Two-person dress photo excluded.
94	partial	1.5	1	1	Close black top and fitted trousers show shoulders wider than hips and moderate waist taper.
95	back	?	?	?	Rear black zip-neck top excluded.
96	partial	1.5	?	?	Narrow overall torso supports build; full sleeves and bloused waist prevent shape labels.
97	reject	?	?	?	Angled repeat of black button-up shirt.
98	full	?	?	?	Long closed hooded coat conceals torso and limbs.
99	back	?	?	?	Rear hooded coat excluded.
100	partial	?	?	?	Loose black coat hides arms and torso; lower body cropped.
101	back	?	?	?	Rear loose black coat excluded.
102	detail	?	?	?	Laced trouser crop without head and shoulders.
103	back	?	?	?	Rear laced-trouser crop excluded.
104	partial	1.5	0	1	Close black top shows narrow build, similar shoulder and hip spans, moderate taper.
105	back	?	?	?	Rear black top excluded.
106	partial	1.5	?	?	Narrow visible frame supports build; structured sleeves and straight shirt conceal proportions.
107	back	?	?	?	Rear structured black shirt excluded.
108	detail	?	?	?	Black trouser crop without upper torso.
109	back	?	?	?	Rear black trousers excluded.
110	partial	1	0	?	Slim bare arms and legs show similar shoulder and hip span; shaped laced dress obscures natural waist.
111	reject	?	?	?	Size chart is not an outfit photograph and supplies no visual body labels.
112	partial	1.5	?	?	Narrow overall frame supports build; stiff shaped blouse and puff shoulders obscure proportions.
113	back	?	?	?	Rear tailored blouse excluded.
114	partial	1.5	?	?	Narrow frame and trousers support build; shaped blouse and puff sleeves obscure natural shape.
115	back	?	?	?	Rear black blouse excluded.
116	partial	1.5	?	?	Visible narrow legs and frame support build; layered blouse, belt and vest obscure torso proportions.
117	back	?	?	?	Rear layered black outfit excluded.
