ordinal	view	build	shoulderHip	waist	evidence
325	full	2.5	?	1	Fitted black top plaid mini; waist indentation but flared skirt.
326	full	2.5	?	?	Loose black top trousers; raised arm and drape.
327	full	3	?	?	Loose black top blue wide trousers; layers conceal contour.
328	full	2	?	?	Pink fur jacket tulle skirt pink boots; moving pose and layers obscure axes.
329	full	3	?	?	Cardigan tulle skirt; open jacket and tiers obscure contour.
330	full	3	?	?	Rainbow cardigan black skirt; raised arms and loose layers.
331	full	3	?	?	Rainbow cardigan white tee jeans; open cardigan obscures waist edges.
332	partial	3	?	?	Paisley wrap top black bottom; oblique pose and cropped hips.
333	seated	2	?	?	Paisley top tiered skirt; seated pose obscures waist hip comparison.
334	full	3	?	?	Blue tie crop and gathered maxi; tie and high gathered skirt conceal contours.
335	back	?	?	?	Rear maxi outfit.
336	partial	1.5	?	?	Magenta cami mesh top plaid mini; raised arm and skirt obscure comparison.
337	detail	?	?	?	Skirt belt detail.
338	full	2	?	?	Black wrap midi; dark lighting and moving pose.
339	full	2.5	?	1	Black wrap midi; visible waist indentation but flared skirt.
340	full	2.5	?	1	Magenta velvet wrap midi; moderate torso indentation and flared skirt.
341	seated	2	?	?	Magenta wrap dress seated; seated hip contour obscured.
342	full	2	?	?	Leather jacket plaid mini platform shoes; leaning pose and layers.
343	detail	?	?	?	Cropped skirt blazer without shoulders.
344	back	?	?	?	Rear skirt outfit view.
345	full	3	?	1	Black fitted tee plaid skirt; waist indentation but held-out skirt.
346	seated	2	?	?	Reclined black cami plaid mini; reclined pose obscures shape.
347	full	3	?	1	Black scoop top plaid skirt; visible torso indentation but flared skirt.
348	full	2.5	?	?	White collar black sweater plaid midi; raised hands and sweater drape.
349	full	3	?	1	Black fitted mesh top plaid skirt; moderate indentation but skirt flare.
350	full	2	?	?	Red jacket white crop plaid mini; jacket obscures shoulder and waist.
351	detail	?	?	?	Skirt detail crop.
352	back	?	?	?	Rear flared jeans view.
353	detail	?	?	?	Jeans crop without shoulders.
354	seated	2.5	?	?	Gold jacket pink top flared jeans; crouched pose conceals contours.
355	full	2.5	?	?	Long black coat and blue flares; coat obscures waist.
356	seated	2.5	?	?	Orange draped sweater black trousers; seated draped torso.
357	detail	?	?	?	Tight sweater detail missing shoulders.
358	full	2	?	?	Peach loose sweater patterned skirt; loose drape hides axes.
359	reject	?	?	?	Repeated peach sweater outfit.
360	full	3	?	?	Black gathered dress tights; loose waist and skirt.
361	partial	1.5	?	?	Black gathered dress; waist concealed by loose bodice.
362	full	2.5	?	?	Black tee joggers; relaxed fabric hides waist.
363	partial	3	?	?	Black loose tee jeans; crop drape and angled torso.
364	detail	?	?	?	Printed top detail crop.
365	seated	2	?	?	Printed lounge set; seated pose and loose clothing.
366	back	?	?	?	Rear hoodie view.
367	detail	?	?	?	Graphic fabric detail.
368	partial	1.5	?	?	Graphic tee black jeans; hip crop and oblique torso.
369	full	2	?	?	Graphic tee long skirt lace duster; layered contours.
370	detail	?	?	?	Tee graphic detail.
371	partial	2	?	?	Graphic tee plaid mini purple robe; layers obscure axes.
372	detail	?	?	?	Tee crop missing shoulders.
373	partial	2	?	?	Graphic tee fitted skirt; raised arm and oblique pose.
374	back	?	?	?	Rear tee view.
375	partial	2.5	?	?	Black tee dark trousers; folded arms and loose hem.
376	full	3	?	?	Beanie open overshirt graphic tee mustard trousers; layered torso.
377	detail	?	?	?	Graphic tee crop missing shoulders.
378	partial	3	?	?	Black graphic tee mesh layers; upper hips cropped.
379	partial	1.5	?	?	Graphic crop tee long skirt; oblique pose and skirt.
380	full	3	?	?	Cream fleece black leggings; fleece obscures waist.
381	seated	2.5	?	?	Purple jacket scarf black leggings; seated wheelchair pose and layers obscure contours.
382	full	2.5	?	?	Brown cardigan gingham skirt; loose layers.
383	reject	?	?	?	Repeated cardigan skirt side pose.
384	full	2.5	?	?	Cream knit green plaid mini; sweater and skirt obscure contour.
385	reject	?	?	?	Repeated cream sweater outfit side pose.
386	reject	?	?	?	Repeated cream sweater plaid mini colorway.
387	reject	?	?	?	Repeated cream sweater plaid mini colorway.
388	full	2.5	?	?	White tee cuffed wide jeans; loose tucked tee and wide hips obscure contour.
389	back	?	?	?	Rear jeans view.
390	reject	?	?	?	Repeated cuffed jeans colorway.
391	reject	?	?	?	Repeated cuffed jeans colorway.
392	reject	?	?	?	Same yellow cardigan white skirt fully shown in393.
393	full	2.5	?	?	Yellow cardigan white tiered skirt; layered contours.
394	full	2.5	?	?	White tee embroidered wide jeans; loose fabric obscures waist.
395	reject	?	?	?	Repeated embroidered jeans outfit.
396	reject	?	?	?	Repeated cuffed wide jeans outfit colorways.
397	reject	?	?	?	Repeated cuffed wide jeans outfit colorways.
398	reject	?	?	?	Repeated cuffed wide jeans outfit colorways.
399	reject	?	?	?	Repeated cuffed wide jeans outfit colorways.
400	full	2.5	?	?	Cream top red gingham maxi; skirt hides hips.
401	reject	?	?	?	Repeated gingham maxi pose.
402	full	2.5	?	1	White fitted tube top green gingham maxi; moderate waist indentation but flared skirt.
403	reject	?	?	?	Repeated green gingham skirt side pose.
404	full	2.5	?	?	Pink gingham minidress; held-out flared skirt obscures shape.
405	reject	?	?	?	Repeated gingham dress side pose.
406	reject	?	?	?	Same black crop outfit standing in407.
407	partial	1.5	?	1	Black cutout crop loose trousers; waist indentation visible but hands widen hip fabric.
408	full	1.5	?	1	Cream crop tee wide cream trousers; torso indentation but gathered hip fabric.
409	reject	?	?	?	Repeated crop tee wide trousers poses and colorway.
410	reject	?	?	?	Repeated crop tee wide trousers poses and colorway.
411	reject	?	?	?	Repeated crop tee wide trousers poses and colorway.
412	reject	?	?	?	Same green trousers outfit with clearer arms in413.
413	full	3	?	1	Fitted cream tee green wide trousers; waist indentation but hip fabric volume.
414	reject	?	?	?	Repeated cream tee wide trousers colorway.
415	reject	?	?	?	Repeated cream tee wide trousers colorway.
416	reject	?	?	?	Same black tube outfit with more torso in417.
417	partial	1.5	?	1	Black tube top denim shorts; torso indentation but angled hips.
418	reject	?	?	?	Same brown tube outfit clearer pose in419.
419	partial	3	0	1	Brown tube top denim shorts; similar shoulders and hips with moderate indentation.
420	reject	?	?	?	Repeated tube top shorts poses and colorways.
421	reject	?	?	?	Repeated tube top shorts poses and colorways.
422	reject	?	?	?	Repeated tube top shorts poses and colorways.
423	reject	?	?	?	Repeated tube top shorts poses and colorways.
424	reject	?	?	?	Repeated tube top shorts poses and colorways.
425	reject	?	?	?	Repeated tube top shorts poses and colorways.
426	partial	1.5	?	?	Tan fitted tee wide blue trousers; oblique hips and tee hem obscure waist.
427	detail	?	?	?	Tee detail crop.
428	reject	?	?	?	Same lavender tee outfit fully shown in429.
429	full	2	?	?	Lavender tee wide blue trousers; loose hem and gathered trousers hide waist hip contour.
430	reject	?	?	?	Repeated fitted tee wide blue trousers colorway.
431	reject	?	?	?	Repeated fitted tee wide blue trousers colorway.
432	reject	?	?	?	Repeated fitted tee wide denim outfit colorways or detail crops.
433	reject	?	?	?	Repeated fitted tee wide denim outfit colorways or detail crops.
434	reject	?	?	?	Repeated fitted tee wide denim outfit colorways or detail crops.
435	reject	?	?	?	Repeated fitted tee wide denim outfit colorways or detail crops.
436	reject	?	?	?	Repeated fitted tee wide denim outfit colorways or detail crops.
437	reject	?	?	?	Repeated fitted tee wide denim outfit colorways or detail crops.
438	reject	?	?	?	Repeated fitted tee wide denim outfit colorways or detail crops.
439	reject	?	?	?	Repeated fitted tee wide denim outfit colorways or detail crops.
440	reject	?	?	?	Same tan camp shirt outfit shown fully in441.
441	full	1.5	?	?	Tan cropped camp shirt white crop blue trousers; open shirt hides waist edges.
442	reject	?	?	?	Repeated camp shirt outfit colorways and details.
443	reject	?	?	?	Repeated camp shirt outfit colorways and details.
444	reject	?	?	?	Repeated camp shirt outfit colorways and details.
445	reject	?	?	?	Repeated camp shirt outfit colorways and details.
446	reject	?	?	?	Same green camp shirt fully shown in447.
447	full	2	?	?	Green camp shirt wide dark denim; loose shirt obscures waist.
448	partial	3	?	?	Yellow camp shirt white crop and jeans; open shirt obscures waist edges.
449	reject	?	?	?	Repeated yellow camp shirt seated pose.
450	reject	?	?	?	Repeated camp shirt outfits colorways.
451	reject	?	?	?	Repeated camp shirt outfits colorways.
452	reject	?	?	?	Repeated camp shirt outfits colorways.
453	reject	?	?	?	Repeated camp shirt outfits colorways.
454	partial	3	?	?	Rust tank red trousers; hands pull hem and obscure waist.
455	reject	?	?	?	Repeated rust tank outfit.
456	full	1.5	?	1	White fitted crop and wide denim; waist indentation but loose hip fabric.
457	reject	?	?	?	Repeated white crop outfit side pose.
458	full	2	?	1	White cropped tank and wide denim; visible torso taper but gathered hip fabric.
459	reject	?	?	?	Repeated white tank outfit side pose.
460	partial	2	?	?	Brown tee denim trousers; side pose and loose hem.
461	reject	?	?	?	Repeated brown tee outfit.
462	reject	?	?	?	Same rust tee outfit standing in463.
463	partial	3	?	?	Rust tee light denim; relaxed tee hem obscures waist.
464	reject	?	?	?	Repeated rust tee denim outfit on smaller-build model.
465	reject	?	?	?	Repeated rust tee denim outfit on smaller-build model.
