ordinal	view	build	shoulderHip	waist	evidence
142	partial	?	?	?	Cream zip jacket over collared knit and dark trousers; structured layers conceal body axes.
143	detail	?	?	?	Jacket zipper detail.
144	partial	2	?	?	Black V-neck knit with jeans; visible frame supports build, knit and pocketed hand obscure other axes; neutral styling.
145	detail	?	?	?	V-neck collar detail.
146	reject	?	?	?	Cropped polo-and-shorts alternate of 41; same polo styling already staged at prior batch 8.
147	reject	?	?	?	Piped polo-and-shorts colorway repeats prior staged piped polo ensemble.
148	detail	?	?	?	Rear shorts pocket close-up.
149	back	?	?	?	Rear trousers crop.
150	detail	?	?	?	Trouser crop omits shoulders and upper chest.
151	back	?	?	?	Rear shorts crop.
152	detail	?	?	?	Shorts crop omits shoulders and upper torso.
153	back	?	?	?	Rear shorts crop.
154	reject	?	?	?	Green polo-and-shorts colorway repeats prior staged polo styling.
155	detail	?	?	?	Trouser crop omits shoulders and upper torso.
156	back	?	?	?	Rear trousers crop.
157	back	?	?	?	Rear trousers crop.
158	detail	?	?	?	Trouser crop omits shoulders and upper chest.
159	back	?	?	?	Rear trousers crop.
160	partial	2	1	1	Enlarged front white fitted collared shirt with dark trousers; visible shoulder breadth exceeds hips and waist narrows moderately; both side contours visible.
161	reject	?	?	?	White fitted collared shirt and dark trousers repeat 54 without distinct styling.
162	detail	?	?	?	Rear shorts pocket close-up.
163	detail	?	?	?	Shorts crop omits shoulders and upper chest.
164	detail	?	?	?	Shorts crop omits shoulders and upper chest.
165	partial	2	?	?	Textured short-sleeve buttoned knit with black trousers; upper torso supports build, oblique pose obscures axes.
166	reject	?	?	?	Blue knit and pale trousers repeat textured collared knit styling at 59.
167	detail	?	?	?	Trouser crop omits shoulders and upper chest.
168	partial	2.5	1	?	Enlarged dark fitted open-neck shirt with black trousers; broad upper frame and narrower hips visible, dark waist and pocket pose leave indentation unknown.
169	reject	?	?	?	Navy fitted long-sleeve polo repeats earlier staged fitted polo ensemble; clasped arms obscure waist.
170	reject	?	?	?	Alternate pose of 63.
171	detail	?	?	?	Trouser crop omits shoulders and upper chest.
172	full	2	?	?	Enlarged striped open-neck shirt with pale shorts and sandals; visible build, walking and rotated torso prevent reliable axis labels.
173	detail	?	?	?	Trouser crop omits shoulders and upper chest.
174	back	?	?	?	Rear trousers crop.
175	reject	?	?	?	Navy textured polo and pale trousers repeat previous staged grey knit ensemble; tugged hem distorts contours.
176	reject	?	?	?	Leaning alternate of 69.
