ordinal	view	build	shoulderHip	waist	evidence
27	full	?	?	?	dark tailored leather jacket grey trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
28	full	?	?	?	grey jacket cream tee red cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
29	full	1.5	?	?	peach fur jacket pink crop top plaid mini skirt. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
30	reject	?	?	?	group photo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
31	full	?	?	?	denim jacket pale denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
32	full	1.5	?	?	blue fitted knit white print trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
33	reject	?	?	?	rear view detail coat. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
34	reject	?	?	?	two person photo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
35	full	?	?	?	tan blazer plaid waistcoat patterned trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
36	full	?	?	?	black jacket printed trousers white heels. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
37	full	?	?	?	blue coat mini bottom red fringe white heels. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
38	reject	?	?	?	two person photo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
39	reject	?	?	?	two person photo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
