ordinal	view	build	shoulderHip	waist	evidence
55	full	1.5	?	?	white tee straight olive trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
56	full	1.5	?	?	striped overshirt brown slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
57	reject	?	?	?	repeated blue square tee outfit 26. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
58	full	1.5	?	?	pale graphic tee dark jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
59	full	1.5	?	?	black graphic tee pale trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
60	full	?	?	?	utility vest cargo set. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
61	reject	?	?	?	polo outfit color variant 48. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
62	full	1.5	?	?	grey print tee white wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
63	full	1.5	?	?	dark polo layered collar trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
64	reject	?	?	?	henley outfit variant 7. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
65	full	?	?	?	oversized grey polo white trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
66	full	1.5	?	?	checked shirt chinos loafers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
67	full	1.5	?	?	checked shirt long denim shorts boots. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
68	full	1.5	?	?	layered graphic tee wide denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
69	full	1.5	?	?	brown open shirt wide slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
70	reject	?	?	?	repeated black shirt slacks 46. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
71	full	1.5	?	?	dark open shirt grey slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
72	full	1.5	?	?	striped polo black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
73	full	1.5	?	?	navy print tee grey trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
74	full	1.5	?	?	tucked navy tee grey slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
75	full	1.5	?	?	fitted charcoal henley dark denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
76	full	1.5	?	?	green shirt wide black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
77	full	1.5	?	?	faded tee distressed grey cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
78	full	1.5	?	?	plaid overshirt wide denim shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
79	full	?	?	?	hoodie black shorts active pose. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
80	full	1.5	?	?	black shirt voluminous slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
81	full	1.5	?	?	pale blue shirt black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
82	full	1.5	?	?	green long sleeve polo jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
83	full	?	?	?	oversized grey suit striped inner. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
84	full	?	?	?	striped long sleeve wide shorts long socks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
85	full	1.5	?	?	striped tee pale pleated trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
86	full	1.5	?	?	striped tee navy shorts step pose. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
87	full	?	?	?	yellow utility vest black cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
88	full	1.5	?	?	turquoise tee grey trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
89	reject	?	?	?	repeated navy shirt denim 35. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
90	full	?	?	?	rust suit black inner. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
91	full	1.5	?	?	grey tee loose jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
92	full	1.5	?	?	patterned overshirt black wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
93	full	?	?	?	black loose shirt trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
94	full	1.5	?	?	pale blue polo grey slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
95	full	1.5	?	?	spider print tee wide denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
96	full	1.5	?	?	black tee brown cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
97	full	1.5	?	?	grey tee flared dark denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
98	full	?	?	?	oversized green polo white denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
99	full	1.5	?	?	blue short sleeve shirt wide black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
100	full	?	?	?	striped open shirt wide grey trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
101	full	1.5	?	?	black fitted shirt cream pleated trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
102	full	1.5	?	?	blue tee white trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
103	full	1.5	?	?	green polo pinstripe wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
104	full	1.5	?	?	charcoal shirt wide black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
105	full	1.5	?	?	black tee dark trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
106	full	1.5	?	?	patterned knit vest white tee slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
107	full	1.5	?	?	beige open shirt faded jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
108	full	1.5	?	?	checked shirt wide denim shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
109	full	1.5	?	?	brown tee black pleated trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
110	full	1.5	?	?	cream graphic tee faded jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
111	full	1.5	?	?	portrait tee black slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
112	full	1.5	?	?	pink check shirt grey shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
113	full	2	?	?	striped open shirt wide jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
114	full	1.5	?	?	dark patterned shirt black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
115	full	1.5	?	?	navy tee straight navy pants. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
116	full	?	?	?	yellow sweatshirt pale trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
117	full	1.5	?	?	black overshirt grey cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
118	full	1.5	?	?	floral shirt white shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
119	full	1.5	?	?	white tee olive cargo tied jacket. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
120	full	?	?	?	navy sweatshirt black shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
121	full	1.5	?	?	white print tee wide grey trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
122	full	1.5	?	?	green polo olive trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
123	full	1.5	?	?	ringer tee olive cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
124	full	1.5	?	?	brown layered shirt cream trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
125	full	1.5	?	?	green sports top white shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
126	full	1.5	?	?	black tee beige shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
127	full	1.5	?	?	light shirt navy trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
128	full	1.5	?	?	grey print tee wide jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
129	full	1.5	?	?	white print tee white jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
130	full	1.5	?	?	grey sports set long shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
131	full	?	?	?	olive windbreaker navy shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
132	full	1.5	?	?	brown shirt olive shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
133	full	1.5	?	?	print tee red trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
134	full	1.5	?	?	white fitted tee dark jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
135	full	?	?	?	loose check shirt black shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
136	full	?	?	?	olive overshirt matching shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
137	full	?	?	?	black blazer graphic tee trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
138	full	?	?	?	navy sweatshirt white wide pants. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
139	full	1.5	?	?	black henley grey wide pants. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
140	full	?	?	?	pink hoodie grey baggy jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
141	full	?	?	?	oversized blue polo grey cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
142	full	?	?	?	brown jacket olive wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
143	reject	?	?	?	pink hoodie denim repeat 140. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
144	seated	1.5	?	?	seated rust shirt dark jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
145	full	?	?	?	layered black hoodies washed jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
146	full	?	?	?	black hoodie grey cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
147	full	?	?	?	grey cardigan loose dark jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
148	full	1.5	?	?	black shirt black jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
149	full	?	?	?	cream henley baggy denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
150	full	1.5	?	?	navy blazer blue shirt pinstripe trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
151	full	?	?	?	navy knit blue shirt dark trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
152	full	?	?	?	black work jacket dark trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
153	seated	?	?	?	seated grey sweatshirt navy trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
154	partial	?	?	?	partial grey knit blue shirt. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
155	full	1.5	?	?	bright blue shirt black slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
156	seated	?	?	?	seated beige hoodie wide jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
157	full	1.5	?	?	pale blue overshirt black denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
158	full	?	?	?	grey knit white collar black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
159	full	?	?	?	black hoodie chain wide denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
160	full	?	?	?	rust hoodie brown wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
161	full	?	?	?	faded black hoodie pale wide jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
162	full	?	?	?	dark knit polo wide faded jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
163	full	1.5	?	?	grey long polo brown trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
164	full	?	?	?	blue track jacket white balloon pants. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
165	full	1.5	?	?	black henley faded jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
166	full	?	?	?	grey knit baggy grey jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
167	full	?	?	?	navy graphic sweatshirt cream trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
168	full	?	?	?	red hoodie brown trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
169	full	?	?	?	blue graphic sweatshirt ripped jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
170	full	?	?	?	leather jacket tie wide denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
171	full	1.5	?	?	tucked black shirt washed jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
172	full	?	?	?	navy work jacket white shirt olive cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
173	full	?	?	?	grey knit black wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
174	full	1.5	?	?	black knit slim black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
175	full	1.5	?	?	dark jacket black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
176	full	1.5	?	?	navy shirt beige chinos. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
177	full	1.5	?	?	black leather jacket flared denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
178	full	?	?	?	black windbreaker wide pants. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
179	full	?	?	?	olive bomber grey wide pants. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
180	full	?	?	?	black knit grey wide pants. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
181	full	?	?	?	black zip hoodie wide grey jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
182	full	?	?	?	faded tee black cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
183	seated	?	?	?	seated navy knit blue collar grey slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
184	full	1.5	?	?	navy shirt brown side button trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
185	full	?	?	?	brown sweatshirt patterned cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
186	full	?	?	?	navy hoodie cream wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
187	full	1.5	?	?	grey sport shirt washed jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
188	full	?	?	?	textured black knit white wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
189	full	?	?	?	red hoodie chain dark wide denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
190	full	1.5	?	?	cropped black jacket dark jeans. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
191	full	1.5	?	?	black shirt wide pleated slacks. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
192	full	?	?	?	tie shirt black jacket wide cargo. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
193	seated	?	?	?	seated print tee black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
194	full	?	?	?	olive polo brown wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
195	full	?	?	?	navy knit wide dark denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
196	full	?	?	?	dark denim jacket striped wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
197	full	?	?	?	black sweatshirt olive wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
