ordinal	view	build	shoulderHip	waist	presentation	evidence
75	partial	1.5	?	?	M	Blue tailored jacket with raised arm; waist covered.
76	seated	1.5	?	?	C	Red jacket and olive trousers seated; folded torso.
77	full	1.5	?	?	C	Plaid overshirt, graphic tee and purple trousers; layers.
78	full	1.5	?	?	C	Black jacket and dark denim; hem hides waist.
79	full	1.5	?	?	X	Denim vest and cutoffs with tall lace boots; layers hide torso.
80	full	1.5	?	?	U	Black knit and cropped trousers; crossed arm masks torso.
81	seated	1.5	?	?	U	Graphic tee seated; bent waist.
82	full	1.5	?	?	U	Dark long-sleeved top and grey trousers; dark loose torso.
83	full	1.5	?	?	M	Orange blazer and green trousers; tailored layer.
84	full	1.5	?	?	C	Long denim shirt and pale trousers; long hem.
85	seated	1.5	?	?	U	Chambray shirt and pale trousers leaning; bent torso.
86	partial	1.5	?	?	M	White blazer over stripes; close torso crop.
87	partial	1.5	?	?	M	Dark coat and scarf; side pose hides contours.
88	full	1.5	?	?	C	Blue collared shirt and grey trousers; shirt ease.
89	full	1.5	?	?	C	Burgundy colorblock jacket and chinos; layers mask waist.
90	full	1.5	?	?	C	Tan jacket over plaid and chinos; layered torso.
91	full	1.5	?	?	C	Loose pale shirt with cropped dark trousers; waist hidden.
92	partial	1.5	?	?	C	Dark field jacket; pockets and layers hide waist.
93	partial	1.5	?	?	C	Black sweater vest over blue shirt; layered bent stance.
94	full	1.5	?	?	C	Raglan tee, denim and jacket over shoulder; tilted pose.
95	full	1.5	?	?	U	Dark checked top and high-rise denim; side leaning pose.
96	full	2	?	?	M	Black tuxedo; constructed waist.
97	full	1.5	?	?	C	Leather jacket and scarf obscure waist.
98	full	1.5	?	?	U	Black graphic tee; loose hem.
99	full	1.5	?	?	C	Yellow cardigan and graphic tee; layers.
100	full	1.5	?	?	M	Black tailored jacket and bag cover waist.
101	full	2	?	?	C	Black bomber over long white tee.
102	full	1.5	?	?	C	Shawl cardigan and jeans; layered waist.
103	full	1.5	?	?	C	Pale shirt and checked trousers; shirt ease.
104	reject	?	?	?	U	Distant stairway subject lacks outfit detail.
105	full	2	?	?	C	Pale collared shirt and jeans; untucked ease.
106	seated	2	?	?	U	Beige sweater seated; bent waist.
107	full	1.5	?	?	M	Navy checked suit; constructed contour.
108	full	2	?	?	C	Brown leather jacket and jeans; layers.
109	full	1.5	?	?	U	Graphic tee and jeans; loose hem.
110	full	1.5	?	?	C	Long cardigan and slim jeans; layers.
111	full	1.5	?	?	U	White tee and faded denim; shirt ease.
112	full	1.5	?	?	C	Printed collared shirt and dark trousers.
113	full	3	?	?	C	Black sweater and camouflage trousers; loose knit.
114	full	2	?	?	C	Quilted vest, scarf and green trousers; bulk.
115	reject	?	?	?	U	Cropped duplicate of fuller outfit view at 121.
116	reject	?	?	?	U	Cropped duplicate of fuller suit view at 132.
117	reject	?	?	?	U	Cropped duplicate of fuller outfit view at 135.
118	partial	1.5	?	?	C	Short-sleeved blue button shirt; hips cropped.
119	partial	2	?	?	U	Fitted grey tee in angled pose; hip comparison unclear.
120	full	2.5	?	?	C	Plaid shirt with held jacket obscuring waist.
121	full	2	?	?	C	Black polo and grey shorts; pocket hand and shirt ease.
122	partial	2.5	?	?	M	Cream blazer; layered torso.
123	full	2	?	?	C	Grey zip shirt and jeans; shirt ease.
124	full	2	?	?	C	Leather jacket over plaid shirt; layers.
125	full	2	?	?	M	Navy suit; constructed contour.
126	full	2	?	?	U	Pink graphic tee and jeans; hands/hem mask waist.
127	partial	2.5	?	?	C	Olive button shirt; loose hem.
128	full	2	?	?	U	White tank and turquoise shorts; raised arm and loose tank.
129	partial	1.5	?	?	C	Open denim shirt over white top; layered waist.
130	full	2	?	?	M	Dark suit; constructed shape.
131	full	2	?	?	C	Checked shirt and dark trousers; shirt ease.
132	partial	1.5	?	?	M	Grey tuxedo and bowtie; structured waist.
133	full	1.5	?	?	C	Black button shirt and dark trousers; loose top.
134	partial	2	?	?	C	Denim jacket; layers conceal waist.
135	full	2	?	?	C	White checked shirt and jeans; untucked ease.
136	full	1.5	?	?	U	White tee and jeans; arms behind and loose hem.
137	full	1.5	?	?	C	Pale collared shirt and mustard trousers.
138	full	1.5	?	?	U	Pale tee and jeans; loose hem.
139	full	2	?	?	U	Black graphic tee and trousers; hem/pocket hand.
140	full	2.5	?	?	C	Blue checked shirt; held object covers waist.
141	full	1.5	?	?	C	Grey short-sleeved button shirt; untucked ease.
142	reject	?	?	?	U	Repeated grey shirt outfit of 141.
143	full	1.5	?	?	C	Dark open-neck shirt and brown trousers; crossed legs.
144	partial	2	?	?	U	Grey V-neck tee; hip crop and hands behind body.
145	full	1.5	?	?	C	Blue collared shirt and shorts; crossed arms.
146	full	1.5	?	?	M	Black suit and tie; raised arms.
147	full	2	?	?	M	Black tuxedo; tailored torso.
148	full	1.5	?	?	M	Black suit; constructed waist.
149	full	3	?	?	C	Open plaid over grey tee and chinos; layers.
150	full	1.5	?	?	M	Pale blazer and dark trousers; tailored layers.
151	full	2.5	?	?	M	Dark blazer, scarf and jeans; layers.
152	full	2	?	?	M	Black blazer and white shirt; open layers.
153	full	2	?	?	C	Tucked striped shirt and chinos; shirt ease.
154	full	2	?	?	C	Brown leather jacket and dark trousers; layers.
155	full	1.5	?	?	C	Navy cardigan over white tee; layered waist.
156	full	2.5	?	?	C	Orange patterned shirt and blue trousers; shirt ease.
157	full	1.5	?	?	M	Grey blazer over long tee; layered waist.
158	full	1.5	?	?	M	Dark suit and white shirt; constructed torso.
159	full	1.5	?	?	M	Plaid blazer with patterned layers; waist hidden.
160	full	2.5	?	?	M	Tan blazer and jeans; structured torso.
161	full	1.5	?	?	U	Long pink tee and jeans; hem hides hips.
162	full	2	?	?	M	Navy suit and striped tie; tailored torso.
163	full	1.5	?	?	U	White tee and olive trousers; loose hem.
164	reject	?	?	?	U	Repeated dark suit outfit; clearer relaxed pose at 165.
165	full	3	?	?	M	Black suit and scarf conceal torso contours.
166	full	1.5	?	?	M	Patterned blazer and shorts; tailored layer.
167	full	1.5	?	?	C	Striped turtleneck and shorts; knit ease.
168	full	1.5	?	?	C	Striped sweater vest over shirt; layered waist.
169	full	1.5	?	?	M	Brown blazer and burgundy trousers; layers.
170	full	1.5	?	?	M	Tan jacket and scarf; constructed torso.
171	full	1.5	?	?	M	Red jacket over blazer; layered waist.
172	full	1.5	?	?	M	Long navy tailored coat conceals hips.
173	full	1.5	?	?	X	Long sleeveless coat over blue tee and shorts; drape.
174	full	1.5	?	?	C	Navy zip jacket and trousers; layers.
175	full	1.5	?	?	M	Red tailored coat and shorts; long drape.
176	full	1.5	?	?	C	Red hooded jacket and shorts; layers.
177	full	1.5	?	?	C	Grey zip jacket and dark trousers; loose shell.
178	full	1.5	?	?	C	Navy bomber and cropped trousers; layers.
179	full	1.5	?	?	U	White short-sleeved tunic and shorts; loose shirt.
180	full	3	?	?	C	Blue tucked collared shirt and trousers; loose shirt obscures waist.
181	full	1.5	?	?	M	Checked cropped blazer and black trousers; tailored layer.
182	full	1.5	?	?	C	Dark leather jacket and jeans; structured torso.
183	full	2	?	?	U	Pale colorblock hoodie; hands across waist.
184	full	2	?	?	U	Graphic long-sleeved tee; untucked ease.
185	full	2	?	?	M	Black suit and tie; constructed waist.
186	full	1.5	?	?	M	Brown blazer and jeans; layered torso.
187	full	2.5	?	?	M	Checked suit; tailored contour.
188	full	1.5	?	?	U	Black graphic tank and pale jeans; tank ease.
189	full	2	?	?	M	White shirt, waistcoat and tie; tailored torso.
190	partial	2	?	?	M	Navy suit and tie; constructed waist.
191	full	2	?	?	M	Black suit and tie; structured torso.
192	partial	1.5	?	?	C	Leather bomber; layered waist.
193	partial	1.5	?	?	M	Camel coat over suit; torso hidden.
194	back	?	?	?	U	Rear torso view.
195	reject	?	?	?	U	Repeated pink shirt outfit; clearer view at 275.
196	partial	1.5	?	?	X	Loose striped zip shirt and cap; hips cropped.
197	partial	2	?	?	F	Lace blouse; hips cropped.
198	back	?	?	?	U	Rear backpack view.
199	back	?	?	?	U	Rear shoulder-bag view.
200	partial	1.5	?	?	F	Sheer brown tank; lower hips cropped.
201	partial	1.5	?	?	U	Black graphic tee; torso crop.
202	partial	1.5	?	?	D	Grey layered mini outfit; raised arm.
203	partial	2	?	?	D	Blue cardigan and yellow skirt; layers.
204	partial	1.5	?	?	F	Olive jacket and shorts; torso drape.
205	partial	1.5	?	?	D	Black graphic top and skirt; loose hem.
206	partial	1.5	?	1	F	Blue bandeau; waist indentation visible but hips cropped.
207	partial	1.5	?	1	U	White fitted tee; waist visible but hip boundary cropped.
208	partial	1.5	?	?	C	Leather jacket and scarf; layers.
209	partial	1.5	?	?	U	Black knit top; hips cropped.
210	partial	1.5	?	?	F	Floral blazer over green blouse; layers.
211	partial	1.5	?	?	U	Embroidered sweatshirt; loose torso.
212	partial	1.5	?	?	F	Cropped fur-collar leather jacket; arms raised.
213	partial	1.5	?	?	F	Blue off-shoulder top; side pose.
214	partial	?	?	?	U	Leopard hooded jacket; bulky torso crop.
215	reject	?	?	?	U	Repeated denim outfit; fuller view at 216.
216	partial	1.5	?	?	F	Cropped denim jacket and striped bottoms; side stance.
217	partial	1.5	?	1	F	Black cropped top; waist visible, hips cropped.
218	partial	1.5	?	?	D	Long graphic tank; raised arms and loose hem.
219	partial	1.5	?	?	U	White graphic tee; hip crop.
220	partial	1.5	?	?	U	Black V-neck tee; hip crop.
221	seated	1.5	?	?	F	Neon knit and pink boots; legs crossed.
222	partial	?	?	?	C	Leather jacket and scarf; crossed arms.
223	partial	1.5	?	?	U	Loose checked shirt; arm raised.
224	partial	1.5	?	?	C	Olive bomber over white top; layers.
225	partial	1.5	?	?	F	Yellow draped jacket over pale top; hip crop.
226	partial	1.5	?	?	D	White flowing dress and brown vest; drape.
227	partial	1.5	?	?	F	Brown high-neck blouse; loose torso.
228	partial	1.5	?	?	F	Grey jacket and jewelry; layers.
229	partial	1.5	?	?	C	Leather jacket runway side view; waist hidden.
230	partial	1.5	?	?	U	Orange tee and white draped jacket; layers.
231	reject	?	?	?	U	Repeated patterned tank runway look; retain 232.
232	partial	1.5	?	?	F	Patterned sleeveless top; side tilt and cropped hips.
233	reject	?	?	?	U	Repeated patterned tank runway look of 232.
234	partial	2	?	?	D	Grey ruched dress; hand and ruching obscure waist.
235	partial	1.5	?	?	F	Satin blouse tucked into high waistband; shape obscured by ease.
236	partial	1.5	?	?	F	Satin camisole and stripes; loose cropped torso.
237	reject	?	?	?	U	Repeated leather runway look of 229.
238	partial	1.5	?	?	U	Black printed hoodie; loose hem.
239	partial	1.5	?	?	D	Long zigzag knit; loose contour.
240	full	1.5	?	?	X	Long blue shirt, tie and heels; shirt drape.
241	back	?	?	?	U	Rear shorts outfit walking.
242	full	1.5	?	?	C	Denim jacket and pale trousers; layers.
243	full	1.5	?	?	F	Green knit, slim trousers and heeled boots; long hem.
244	full	1.5	?	?	U	Graphic tee and black trousers; loose hem.
245	full	1.5	?	?	F	Printed blouse and blue flared trousers; blouse ease.
246	full	1.5	?	?	D	Black coat over short dress and tights; layers.
247	full	1.5	?	?	F	Fur vest, pale trousers and heels; bulky torso.
248	full	1.5	?	?	D	Red draped mini dress; loose waist.
249	full	1.5	?	?	F	White flowing blouse and slim trousers; loose top.
250	reject	?	?	?	U	Multiple adjacent subjects with ambiguous outfit focus.
251	full	1.5	?	?	C	Red-sleeved leather jacket and dark trousers; layers.
252	full	1.5	?	?	X	Floral jacket and graphic tee with trousers; layers.
253	partial	1.5	?	?	F	Printed top and pale shorts; side runway view.
254	seated	1.5	?	?	F	Pale blouse and shorts reclined on steps.
255	full	1.5	?	?	D	White top and patterned skirt; loose hem and skirt.
256	full	1.5	?	?	D	White coat and scarf; bags and long layers.
257	seated	1.5	?	?	D	Patterned short dress seated; folded torso.
258	seated	1.5	?	?	D	Patterned dress and cardigan seated; raised arms.
259	seated	1.5	?	?	D	Floral dress seated; crossed legs and loose fabric.
260	reject	?	?	?	U	Repeated navy top/jeans outfit; retain standing view at 278.
261	full	1.5	?	?	D	Pink blouse and pale skirt; flowing silhouette.
262	partial	1.5	?	?	U	Graphic tee and denim shorts; tilted torso.
263	partial	1.5	?	?	F	Yellow fitted top and high-rise denim; side pose.
264	seated	1.5	?	?	F	Blue blouse and tan shorts; leaning torso.
265	seated	1.5	?	?	D	Floral dress seated by water; bent waist.
266	full	1.5	?	?	F	Blue sleeveless short outfit; leaning pose.
267	seated	1.5	?	?	D	Plaid top and denim skirt; seated side view.
268	seated	1.5	?	?	F	Black top and pale shorts; reclined torso.
269	full	1.5	?	?	F	Grey layered shorts outfit; side lean.
270	full	1.5	?	?	D	Dark dress with striped skirt; crossed arms.
271	seated	1.5	?	?	D	White lace dress seated cross-legged.
272	full	1.5	?	?	F	Dark vest and shorts; open layers and angled stance.
273	full	1.5	?	?	U	White graphic tee and black shorts; forward lean.
274	partial	1.5	?	?	F	Loose pink off-shoulder blouse and shorts.
275	seated	1.5	?	?	D	Pink shirt dress kneeling on sofa; arm overhead.
276	full	1.5	?	?	U	Grey tank and denim shorts; side bent-knee pose.
277	partial	1.5	?	?	U	Graphic tee and denim shorts; raised arms.
278	full	1.5	?	?	F	Navy fitted top, jeans and heels; torso side-on.
279	partial	1.5	?	?	D	Cream ruffled dress and cardigan; layers hide hips.
280	full	1.5	?	?	U	Red graphic tee and shorts; arm overhead and tilted pose.
281	seated	1.5	?	?	F	White tank and denim shorts seated sideways.
282	partial	2	?	1	D	Black lace top shows waist indentation; full skirt masks hips.
283	full	1.5	?	?	F	Grey knit and pale shorts; side leaning pose.
284	partial	1.5	?	?	F	Pink blouse and high-rise shorts; both arms raised.
285	seated	1.5	?	?	U	Blue tee and shorts seated on stairs.
286	seated	1.5	?	?	D	Checked shirt dress seated; folded waist.
287	full	1.5	?	?	F	Printed tank, shorts and heels; hands on hips obscure contour.
288	seated	1.5	?	?	U	Black tank and shorts; folded seated torso.
289	back	?	?	?	U	Rear tank and denim shorts view.
290	full	1.5	?	?	F	Checked tied shirt, leggings and tall boots; twisted pose.
291	full	1.5	?	?	F	Cropped tee and striped trousers with heels; raised arm.
292	seated	?	?	?	U	Coat and scarf conceal seated torso.
293	partial	1.5	?	?	U	Black top and white shorts; both arms raised.
294	seated	1.5	?	?	U	Tee and shorts kneeling; folded hips.
295	full	1.5	?	?	F	Floral crop top and shorts; jacket covers side contour.
296	reject	?	?	?	U	Repeated black top and white shorts look from 293.
297	full	1.5	?	?	F	Pink blouse, shorts and heels; leaning side pose.
298	full	1.5	?	?	F	Tied blue shirt and white shorts; bent leg and side pose.
299	full	1.5	?	?	U	Printed cropped tank and denim shorts; raised arms.
300	partial	1.5	?	?	U	Black athletic separates; raised arms.
301	full	1.5	?	?	D	White top and long red skirt; skirt hides hips.
302	seated	1.5	?	?	D	Patterned fitted dress; bent seated posture.
303	full	1.5	?	?	D	Printed flared skirt and boots; raised leg.
304	full	1.5	?	?	F	Floral crop top and pale shorts; side stance.
305	seated	1.5	?	?	D	Red long-sleeve dress; seated torso folds.
306	partial	1.5	?	?	U	Open pale shirt and jeans; leaning torso.
307	reject	?	?	?	U	Repeated pink blouse and shorts look from 297.
308	reject	?	?	?	U	Repeated seated patterned dress from 302.
309	partial	1.5	?	?	U	White shirt and denim shorts; loose waist and crop.
310	partial	1.5	?	?	U	Printed cropped tank and shorts; angled shoulder.
311	full	1.5	?	?	D	White blouse and navy skirt; tilted stance and flared hips.
312	partial	1.5	?	?	D	Black flared dress and denim jacket; raised arm.
313	seated	1.5	?	?	U	Baseball jersey and shorts; kneeling pose.
314	full	1.5	?	?	D	White ruffled top and blue skirt; side view.
315	partial	1.5	?	?	U	Olive jacket and pale shorts; raised arm and open layers.
316	back	?	?	?	U	Rear white shirt by pool.
317	full	1.5	?	?	D	Patterned dress with socks; jumping pose.
318	full	1.5	?	?	D	Dark short dress and boots; angled bent-leg pose.
319	seated	1.5	?	?	U	Graphic tee and shorts; seated leg spread.
320	reject	?	?	?	U	Repeated white shirt and shorts from 309.
321	partial	1.5	?	?	U	Purple swim separates; side stance and raised leg.
322	reject	?	?	?	U	Repeated baseball jersey look from 313.
323	seated	1.5	?	?	F	Long red blouse and heels; seated folded waist.
324	full	1.5	?	?	F	Tied pale shirt and denim shorts with heels; side pose.
325	full	1.5	?	?	D	Tan fitted dress; side pose and arm raised.
326	full	1.5	?	?	F	Tied plaid shirt, fitted trousers and heels; hand at waist.
327	full	1.5	?	?	U	Denim jacket and shorts; jacket conceals torso.
328	partial	?	?	?	D	Loose printed tunic dress; arms raised.
329	seated	1.5	?	?	U	Striped top and dark trousers; seated at angle.
330	full	1.5	?	?	U	Dark jacket and trousers; side stance.
331	partial	1.5	?	?	U	Black tee and denim overalls; leaning crop.
332	seated	?	?	?	U	Graphic tee and denim; tilted close crop.
333	partial	1.5	?	?	D	Printed top and mustard skirt; side crop.
334	full	1.5	?	?	U	White top and shorts; side pose under umbrella.
335	full	1.5	?	?	D	Denim layer and dotted skirt; distant bent pose.
336	seated	1.5	?	?	U	White shirt and denim shorts; seated folded hips.
337	partial	1.5	?	?	U	Black tank and pale shorts; oblique rear stance.
338	full	1.5	?	?	U	Dark overalls and cap; bent skateboarding stance.
339	partial	1.5	?	?	U	Printed camisole and shorts; angled torso.
340	full	?	?	?	D	White blouse and long blue skirt; loose silhouette in dim light.
341	partial	1.5	?	?	U	Graphic tee and dark shorts; low-angle torso crop.
342	partial	1.5	?	?	U	Dark jacket held around hips; side crop.
343	partial	1.5	?	?	U	Oversized striped jersey; waist and hips hidden.
344	partial	1.5	?	?	D	Blue flared dress; side pose and constructed skirt.
345	partial	1.5	?	?	U	Grey romper over tee; loose waist.
346	partial	1.5	?	?	U	Black tank and camouflage shorts; high-angle twist.
347	partial	1.5	?	?	D	Black lace-trim slip dress; gathered waist and crop.
348	full	1.5	?	?	U	White tank and leggings; tied shirt covers hips.
349	seated	1.5	?	?	D	Blue dress and heels; seated side pose.
350	full	1.5	?	?	D	Pink flared dress; arms cover torso and skirt hides hips.
351	full	1.5	?	?	D	Off-shoulder red top and blue skirt; bag covers hip.
352	partial	1.5	?	?	D	Pale top and dark skirt; forward lean and crop.
353	full	1.5	?	?	F	Black layered top, tights and heeled boots; side stance.
354	seated	1.5	?	?	U	Denim shirt and dark shorts; seated bent torso.
355	full	1.5	?	?	D	Dark flared dress and boots; crossed-leg distant pose.
356	seated	1.5	?	?	D	Floral dress and hat; folded side posture.
357	reject	?	?	?	U	Repeated denim and dotted-skirt outfit from 335.
358	full	1.5	?	?	U	Long graphic tee and jeans; loose torso.
359	seated	1.5	?	?	D	Grey sleeveless dress; folded angled posture.
360	seated	1.5	?	?	F	Camo tank, patterned shorts and tall boots; seated angle.
361	partial	1.5	?	?	U	Grey tee and shorts; loose torso.
362	partial	1.5	?	?	U	Graphic black tee and pale shorts; leaning crop.
363	full	1.5	?	?	U	Striped tee and denim overalls; leaning torso.
364	back	?	?	?	U	Rear checked shirt and shorts view.
365	seated	1.5	?	?	U	Graphic black tee and striped trousers; seated legs apart.
366	partial	1.5	?	?	D	Yellow floral dress and sunhat; flared hips cropped.
367	seated	1.5	?	?	D	Grey top and dark skirt; seated folded waist.
368	partial	1.5	?	?	D	Black lace blouse and red skirt; side crop.
369	partial	1.5	?	?	U	White cropped tee and jeans; arms raised and hips cropped.
370	back	?	?	?	U	Rear red open-back top and shorts.
371	reject	?	?	?	U	Repeated blue flared dress from 344.
372	full	1.5	?	?	D	Floral dress and white socks; distant pose and flared skirt.
373	reject	?	?	?	U	Repeated white tank and waist-tied plaid outfit from 348.
374	seated	1.5	?	?	D	Blue ruffled dress and hat; seated side pose.
375	seated	1.5	?	?	D	Tan sleeveless dress; seated folded torso.
376	back	?	?	?	D	Rear dark flared dress view.
377	reject	?	?	?	U	Repeated mustard skirt and printed top from 333.
378	partial	1.5	?	?	U	Blue graphic tank and open shirt; waist obscured.
379	seated	1.5	?	?	D	Dark dress over grey top; reclined torso.
380	reject	?	?	?	U	Repeated striped tee and overalls from 363.
381	full	1.5	?	?	D	Patterned short dress; bent leg and angled torso.
382	full	1.5	?	?	D	Strapless white dress with belt; flared skirt conceals hips.
383	reject	?	?	?	U	Repeated graphic black tee and pale shorts from 362.
384	partial	1.5	?	?	U	Blue graphic tee and shorts; hands raised and loose waist.
385	partial	1.5	?	?	U	White shirt, belt and denim shorts; arm raised.
386	full	1.5	?	?	D	White flared sleeveless dress; side pose.
387	partial	1.5	?	?	X	Suit jacket and tie paired with shorts and sheer legwear; angled crop.
388	seated	1.5	?	?	U	Camouflage tank and shorts; folded torso.
389	partial	1.5	?	?	D	Graphic tank and dark skirt; hips cropped.
390	reject	?	?	?	U	Repeated denim shirt and dotted-skirt look from 335.
391	seated	1.5	?	?	U	Denim jacket and dark leggings; high-angle crouch.
392	partial	1.5	?	?	D	Red flared dress; side concealed by pole.
393	seated	1.5	?	?	U	Yellow tee and denim overalls; cross-legged posture.
394	seated	1.5	?	?	D	White dress and denim layer; reclined bench pose.
395	partial	1.5	?	?	F	Black peplum top and denim shorts; raised arm.
396	seated	1.5	?	?	D	Pink short dress; distant seated pose.
397	partial	1.5	?	?	U	White tank and high-rise denim; extended arms and tilt.
398	full	1.5	?	?	D	Black flared dress and sandals; angled crossed-leg stance.
399	partial	1.5	?	?	U	Fitted pale blue shirt and shorts; tilt and hands at hips.
400	full	1.5	?	?	D	Burgundy dress; lifted skirt and distant view.
401	partial	1.5	?	?	F	Pale off-shoulder crop top and jeans; hip obscured by bag.
402	full	1.5	?	?	D	Floral dress and denim jacket with heels; jacket covers contour.
403	seated	1.5	?	?	U	Graphic tank and dark shorts; kneeling bent posture.
404	partial	1.5	?	?	U	Grey blazer, black top and pale shorts; layered torso.
405	seated	1.5	?	?	U	Blue sleeveless top and dark leggings; reclined folded pose.
406	reject	?	?	?	U	Repeated reclined dark dress from 379.
407	full	1.5	?	?	F	Blue pleated blouse, white trousers and patterned heels; loose waist.
408	partial	1.5	?	?	U	White sleeveless top and belted shorts; tilted crop.
409	full	1.5	?	?	F	Blue tank, denim shorts and wedge shoes; turned stance.
410	partial	1.5	?	?	D	Black graphic crop top and skirt; raised arms.
411	full	1.5	?	?	D	Dotted blouse, black skirt and tall socks; raised arm.
412	partial	1.5	?	?	U	Black crop top and yellow shorts; side pose.
413	partial	1.5	?	?	U	White shirt and dark shorts; high-angle crop.
414	reject	?	?	?	U	Repeated red dress and umbrella from 392.
415	partial	1.5	?	?	D	Floral dress and hat; hands at waist and flared hips.
416	full	1.5	?	?	D	Long black slit dress and hat; side pose.
417	full	1.5	?	?	D	Pale graphic top and dark skirt with heels; distant angle.
418	partial	1.5	?	?	U	Blue graphic tee and denim shorts; loose waist.
419	partial	1.5	?	?	X	Dark blazer and shorts ensemble; cropped angled pose.
