ordinal	view	build	shoulderHip	waist	evidence
64	reject	?	?	?	Another embroidered dark-jeans variant repeats the retained tee-and-jeans silhouette.
65	reject	?	?	?	Repeated stance of dark embroidered-jeans variant.
66	reject	?	?	?	Light-wash embroidered-jeans variant repeats the retained outfit.
67	reject	?	?	?	Repeated pose of light-wash embroidered-jeans variant.
68	reject	?	?	?	Dark-jeans embroidery variant repeats existing tee-and-jeans outfit.
69	reject	?	?	?	Repeated dark-jeans variant pose.
70	reject	?	?	?	Additional dark embroidered-jeans variant has no useful outfit diversity.
71	reject	?	?	?	Repeated pose of additional dark-jeans variant.
72	reject	?	?	?	Light embroidered-jeans variant repeats the retained silhouette.
73	back	?	?	?	Rear three-quarter embroidered-jeans view.
74	full	2.5	?	?	Bare arms and legs support build; loose cropped tee and flared shorts obscure contours.
75	reject	?	?	?	Repeated gingham-shorts outfit with crossed leg.
76	full	2.5	?	?	Bare legs and forearms support build; layered flared black dress obscures shape.
77	reject	?	?	?	Same layered black dress with similar framing.
78	reject	?	?	?	Blue gingham variant repeats retained wide-trouser and white-tee silhouette.
79	reject	?	?	?	Side repeat of blue gingham trousers.
80	reject	?	?	?	Crop repeats produce-print tank outfit better represented by full view 81.
81	full	3	?	1	Bare arms and fitted tank show broad build and moderate taper; leaning pose obscures shoulder-hip comparison.
82	detail	?	?	?	Hanging tee without a person.
83	full	1.5	0	?	Narrow arms and close tee and shorts show similar shoulder and hip spans; straight tee conceals waist indentation.
84	detail	?	?	?	Hanging purple-sleeve tee without a person.
85	partial	3	0	1	Close tee and upper trousers show broad build, similar shoulder and hip span and moderate taper.
86	detail	?	?	?	Hanging green-sleeve tee without a person.
87	partial	1.5	0	?	Visible arms and fitted trousers show similar shoulders and hips; lifted loose tee prevents confident waist label.
88	detail	?	?	?	Hanging lime-sleeve tee without a person.
89	partial	1.5	?	?	Visible arms support build; raised arm and loose tee obscure shape.
90	detail	?	?	?	Hanging yellow-sleeve tee without a person.
91	seated	2	?	?	Bare arms and thighs support build; seated split-leg pose prevents standing shape labels.
92	detail	?	?	?	Hanging orange-sleeve tee without a person.
93	reject	?	?	?	Minor graphic and sleeve-color variant repeats the retained raglan-tee silhouette.
94	detail	?	?	?	Hanging fruit-print tee without a person.
95	partial	2	?	?	Visible arms support build; bloused tucked tee and pleated trousers obscure waist and hip contours.
96	detail	?	?	?	Hanging cherry-print tee without a person.
97	partial	2	1	?	Visible arms and upper trousers show shoulders wider than hips; straight tee conceals waist contour.
98	detail	?	?	?	Hanging strawberry-print tee without a person.
99	reject	?	?	?	Burgundy raglan variant repeats retained cherry-tee outfit silhouette.
100	partial	3	?	1	Bare arms and exposed waist show broad build and moderate taper; gathered trousers and crop obscure hips.
101	reject	?	?	?	Repeated black crop-top outfit with raised arm.
102	partial	2	?	1	Bare arms and visible waist show moderate taper; gathered loose trousers hide hip contour.
103	reject	?	?	?	Repeated teal crop-top outfit with hand on hip.
104	detail	?	?	?	Tight neckline and hem detail cuts off shoulder span.
105	reject	?	?	?	Orange crop-top variant repeats retained teal outfit silhouette.
106	reject	?	?	?	Crop repeats red crop-top outfit better represented by full view 107.
107	full	2	?	1	Bare arms and exposed waist show moderate taper; wide drawstring trousers conceal hips.
108	reject	?	?	?	White crop-top variant repeats retained black crop-top silhouette.
109	reject	?	?	?	Second view of repetitive white crop-top variant.
110	reject	?	?	?	Purple crop-top variant repeats retained crop-top outfit.
111	reject	?	?	?	Full purple crop-top variant repeats the retained loose-trouser silhouette.
112	partial	2	0	?	Bare arms and close upper trousers show similar shoulders and hips; tucked loose tee obscures waist contour.
113	seated	2	?	?	Visible arms and thigh support build; reclined pose hides standing shape.
114	full	3	0	1	Close white long-sleeve top and upper trousers show broad build, similar shoulders and hips and moderate taper.
115	reject	?	?	?	Repeated white-top and brown-trouser outfit.
116	partial	2	1	?	Visible arms and upper trousers show shoulders wider than hips; loose tee hides waist.
117	detail	?	?	?	Portrait neckline detail without torso.
118	reject	?	?	?	Raised-arm blue ringer-tee view repeats outfit better shown by 119.
119	partial	2	1	?	Visible arms and upper shorts show shoulders wider than hips; loose tee conceals waist.
120	partial	1.5	?	?	Bare arms support narrow build; raised arm and open overshirt conceal shape.
121	back	?	?	?	Rear floral overshirt view.
122	partial	1.5	?	?	Visible arms support narrow build; raised arm and long structured shirt obscure shape.
123	reject	?	?	?	Side repeat of patterned shirt.
124	reject	?	?	?	Cropped sweatshirt outfit better represented by full view 125.
125	full	2.5	?	?	Visible overall frame supports build; bulky sweatshirt and wide jeans conceal body contours.
126	partial	1.5	0	?	Bare arms and upper trousers show similar shoulder and hip spans; boxy knitted vest hides waist.
127	reject	?	?	?	Side repeat of yellow vest.
128	partial	2.5	?	?	Exposed arms support build; loose argyle polo and turned torso prevent shape labels.
129	reject	?	?	?	Side repeat of argyle polo.
130	partial	2.5	0	?	Visible arms and fitted lower garment show similar shoulder and hip widths; bloused tucked tee obscures waist.
131	reject	?	?	?	Side repeat of blue tee.
132	partial	1.5	?	?	Narrow exposed arms support build; boxy printed shirt hides torso shape.
133	reject	?	?	?	Side repeat of printed cropped shirt.
134	partial	3	0	?	Broad arms and fitted upper trousers show similar shoulders and hips; structured tucked shirt and belt conceal waist contour.
135	reject	?	?	?	Angled repeat of yellow floral shirt.
136	partial	1.5	?	?	Narrow exposed forearms support build; boxy floral crop conceals torso shape.
137	reject	?	?	?	Side repeat of floral cropped shirt.
138	partial	1.5	?	?	Narrow visible forearms support build; oversized crop and loose trousers hide proportions.
139	reject	?	?	?	Side repeat of rust cropped shirt.
140	partial	2.5	?	?	Visible forearms and overall frame support build; long loose striped blouse conceals waist and hips.
141	back	?	?	?	Rear striped blouse view.
142	full	3	?	?	Visible upper arms support broad build; open vest and wide trousers obscure natural shape.
143	reject	?	?	?	Angled repeat of yellow vest outfit.
144	detail	?	?	?	Trouser crop omits shoulders and upper torso.
145	full	1.5	?	?	Narrow bare forearm and frame support build; angled pose and tailored trousers obscure shape.
146	partial	1.5	?	?	Narrow arms support build; tailored vest and extended shirt hem obscure natural shape.
147	reject	?	?	?	Side repeat of brown vest outfit.
148	partial	?	?	?	Structured oversized blazer conceals arms and torso contours.
149	reject	?	?	?	Side repeat of plaid blazer.
150	partial	1.5	?	?	Narrow visible arms support build; angled pose and long tee hide waist and hips.
151	reject	?	?	?	Side repeat of black slogan tee.
152	partial	1.5	?	?	Narrow exposed arms support build; tilted pose and loose graphic tee conceal proportions.
153	back	?	?	?	Rear graphic-tee view.
154	full	2.5	?	?	Visible forearms and overall frame support build; loose tee and roomy trousers obscure shape.
155	reject	?	?	?	Side repeat of botanical tee outfit.
156	partial	2	?	?	Visible forearms support build; open overshirt and loose inner tee conceal shape.
157	reject	?	?	?	Side repeat of cream overshirt.
158	partial	2.5	0	?	Close lower skirt and overall frame show similar shoulder and hip spans; tucked blouse obscures natural waist.
159	back	?	?	?	Rear blue shirt and skirt view.
