ordinal	view	build	shoulderHip	waist	presentation	evidence
93	full	1.5	?	?	D	Black jacket red top and plaid mini; covered shoulders and waist.
94	full	2	?	?	D	Lime cardigan patterned mini and tights; angled layered torso.
95	reject	?	?	?	U	Two equally prominent subjects.
96	full	1.5	?	?	U	Graphic long sleeve top and loose black trousers; waist hidden.
97	reject	?	?	?	U	Two equally prominent subjects.
98	reject	?	?	?	U	Two equally prominent subjects.
99	reject	?	?	?	U	Two equally prominent subjects.
100	full	1.5	?	?	D	Oversized strawberry sweater mini and boots; torso concealed.
101	full	?	?	?	M	Long red coat over black wide trousers; build hidden.
102	full	?	?	?	M	Long black tailored coat patterned shirt and wide trousers; build hidden.
103	full	1.5	?	?	C	Black jacket long dark shirt and white narrow trousers; torso covered.
104	full	1.5	?	?	C	Flag button shirt red loose trousers and sneakers; torso hidden.
105	full	1.5	?	?	C	Utility vest red tee mesh sleeves and jeans; layered waist.
106	full	1.5	?	?	C	Black sweatshirt and torn denim trousers; loose waist and hips.
107	full	1.5	?	?	M	Grey oversized tailored jacket and wide trousers; covered contour.
108	full	2	?	?	D	Black blouse and textured midi; belt and loose fabric obscure waist.
109	full	?	?	?	D	Multicolor layered skirt outfit and bulky accessories; build concealed.
110	full	1.5	?	?	D	Black blouse plaid mini and stockings; covered waist.
111	full	1.5	?	?	X	Red asymmetric sleeveless coat plaid shirt and tights; layered contour.
112	full	?	?	?	U	Oversized yellow embroidered shirt and purple trousers; build hidden.
113	full	1.5	?	?	M	Black tailored jacket scarf and wide trousers; torso covered.
114	reject	?	?	?	U	Two equally prominent subjects.
115	full	1.5	?	?	C	Utility vest lime tee and green trousers; torso covered.
116	full	1.5	?	1	D	Black fitted asymmetric mini and long socks; turned shoulders and hand behind torso.
117	full	1.5	?	?	X	Black loose collared shirt and leather flared mini with boots; waist hidden.
118	full	1.5	?	?	C	Denim shirt and grey split trousers; side pose and covered waist.
119	reject	?	?	?	U	Two equally prominent subjects.
120	full	1.5	?	?	X	Black gathered dress collared shirt and red tie; layers hide torso.
121	full	?	?	?	U	Yellow character hoodie and shorts; build concealed.
122	full	1.5	?	?	M	Grey sleeveless tailored jacket blue sleeves and trousers; covered waist.
123	full	1.5	?	?	C	Printed cardigan graphic tee and cropped trousers with boots; layered torso.
124	reject	?	?	?	U	Two equally prominent subjects.
125	reject	?	?	?	U	Group photograph with multiple prominent subjects.
126	reject	?	?	?	U	Two equally prominent subjects.
127	reject	?	?	?	U	Two equally prominent subjects.
128	reject	?	?	?	U	Two equally prominent subjects.
129	full	1.5	?	?	M	Pinstripe blazer graphic tee and tailored shorts; covered torso.
130	full	1.5	?	1	X	Fitted mesh ornamental top denim shorts and wide chaps; hips concealed.
131	reject	?	?	?	U	Two equally prominent subjects.
132	full	1.5	?	?	F	Blue lace blouse and printed trousers; layered waist.
133	full	1.5	?	?	M	Patterned collared shirt and black tailored trousers; tucked waist and turned pose.
134	full	2	?	?	D	Lilac sheer coat and white mini; draped waist.
135	full	?	?	?	U	Oversized black coat and wide gold trousers; build concealed.
136	full	1.5	?	1	X	Fitted sheer tee yellow vest and torn denim chaps; raised arms prevent shoulder comparison.
137	full	?	?	?	X	White coat over black collared dress and skirt; build hidden.
138	full	?	?	?	U	Oversized colorblock tunic and blue printed trousers; build hidden.
139	reject	?	?	?	U	Two equally prominent subjects.
140	reject	?	?	?	U	Three equally prominent subjects.
141	full	2	?	?	D	White long puff sleeve dress; full skirt and bodice hide axes.
142	full	?	?	?	X	Black tailored jacket and long layered skirt; build hidden.
143	full	1.5	?	?	D	Black jacket blue top and patchwork skirt; covered waist and hips.
144	full	1.5	?	?	M	Black jacket button shirt and patterned tailored trousers; layered torso.
145	full	1.5	?	?	F	Pink bow blouse and pink trousers with heeled boots; loose waist and sleeves.
146	full	1.5	?	?	X	Tan tailored jacket lace bib white trousers and tall heels; structured waist.
147	reject	?	?	?	U	Two equally prominent subjects.
148	full	1.5	?	?	D	Loose red plaid short dress; torso hidden.
149	reject	?	?	?	U	Two equally prominent subjects.
150	full	1.5	?	?	C	Black leather jacket white tank and ripped jeans; layered torso.
151	full	1.5	?	?	C	Black coat graphic tee and wide cargo trousers; layered waist.
152	full	2	?	?	D	Pink puff sleeve loose dress; waist hidden.
153	reject	?	?	?	U	Two equally prominent subjects.
154	full	1.5	?	?	D	Orange robe yellow blouse and blue layered skirt; torso hidden and raised arm.
155	full	2	?	?	D	Striped cropped top and purple tiered skirt; skirt hides hips.
156	full	1.5	?	?	U	White tee pink suspenders and loose trousers; waist hidden.
157	full	1.5	?	?	X	Painted dark top shorts and fishnet stockings; loose waist.
158	full	1.5	?	?	C	Graphic tee red plaid trousers chains and sneakers; turned torso.
159	full	2	?	?	D	Black white apron mini and patterned robe; layers hide waist.
160	full	1.5	?	?	D	Black shirt and full black skirt; side pose and loose waist.
161	full	1.5	?	?	C	Denim vest pink tee and red shorts; raised arms and layered torso.
162	full	2	?	1	F	Pink fitted top printed high rise briefs and sheer robe; arm raised and turned torso.
163	full	2	?	?	D	Pale blouse and white ruffled skirt; raised arms and full skirt.
164	reject	?	?	?	U	Repeated patchwork tee and asymmetric legwear outfit already at 73.
165	reject	?	?	?	U	Two equally prominent subjects.
166	full	1.5	?	?	F	White flowing coat graphic tee and asymmetric trousers; layered torso.
167	full	1.5	?	?	D	White loose tee and pale sheer skirt; torso hidden.
168	reject	?	?	?	U	Two equally prominent subjects.
169	full	?	?	?	U	Leopard coat basketball jersey and wide trousers; build hidden.
170	reject	?	?	?	U	Near-repeat oversized colorblock tunic outfit from 138 with changed trousers.
171	reject	?	?	?	U	Two equally prominent subjects.
172	full	1.5	?	?	X	Oversized graphic shirt slim printed trousers and tall platform heels; covered waist.
173	full	1.5	?	?	U	Printed tank black jacket and loose blue jeans; waist hidden.
174	reject	?	?	?	U	Two equally prominent subjects.
175	full	1.5	?	?	C	Black graphic tee torn jeans and boots; angled torso.
176	full	1.5	?	?	C	Black button jacket and pale printed jeans; covered waist.
177	full	1.5	?	?	D	Red fitted top corset and black flared mini; garment shapes waist.
178	reject	?	?	?	U	Two equally prominent subjects.
179	full	2.5	?	?	U	Patterned jacket and layered wide trousers; covered waist and hips.
180	full	1.5	?	?	D	Orange jacket and purple midi dress; layered torso.
181	full	1.5	?	?	D	Black white bib top grey pleated mini and long socks; skirt hides hips.
182	full	1.5	?	?	C	Black track jacket white tee and colorblock leggings; covered torso.
183	reject	?	?	?	U	Two equally prominent subjects.
184	full	?	?	?	X	Fur coat huge collar neon leggings and platform heels; build hidden.
185	full	1.5	?	?	M	Burgundy tailored short jacket and white wide trousers; garment shapes waist.
186	reject	?	?	?	U	Two equally prominent subjects.
187	full	2	?	?	D	Blue lace long dress and pink layered skirt; full skirt hides hips.
188	reject	?	?	?	U	Two equally prominent subjects.
189	reject	?	?	?	U	Two equally prominent subjects.
190	full	2	?	?	D	Teal wrap dress and floral robe; waist shaped by garment.
191	full	1.5	?	?	M	Dark blazer green vest scarf and black trousers; torso covered.
192	full	2	?	?	X	Printed shirt black vest patterned slim trousers and platform heels; layered torso.
193	full	1.5	?	?	M	Black tailored blazer layered shirt and slim trousers; covered waist.
194	full	2	?	?	M	White tailcoat and narrow trousers; turned torso and tailoring.
195	full	1.5	?	?	C	Black white leather jacket pale shirt and torn jeans; covered waist.
196	reject	?	?	?	U	Two equally prominent subjects.
197	full	1.5	?	?	X	Green layered knit sheer pink skirt over jeans; torso and hips hidden.
198	reject	?	?	?	U	Two equally prominent subjects.
199	full	2.5	?	?	U	Printed short sleeve shirt and wide denim trousers; loose hips and waist.
