ordinal	view	build	shoulderHip	waist	evidence
106	partial	1.5	?	1	Bare narrow arms and fitted pink bodice show moderate taper; layered skirt conceals hips.
107	back	?	?	?	Rear pink top and skirt view excluded.
108	partial	1.5	?	1	Fitted pink heart tee shows narrow arms and moderate taper; puff sleeves and ruffles obscure balance.
109	back	?	?	?	Rear pink-heart outfit excluded.
110	partial	3	?	?	Broad visible arms and thighs support build; shoulder crop and ruffled skort obscure shape.
111	back	?	?	?	Cropped rear pink-heart outfit excluded.
112	partial	3	?	?	Broad arms and torso visible; bent arms cover shoulders and peplum hides waist and hips.
113	back	?	?	?	Rear black-heart outfit excluded.
114	partial	1.5	?	1	Lavender fitted top shows narrow arms and moderate taper; neckline crop and skirt ruffles hide balance.
115	reject	?	?	?	Side detail repeats lavender outfit.
116	partial	3	?	?	Broad arms and visible thighs support build; shoulders cropped and ruffled peplum hides hips.
117	reject	?	?	?	Side repeat of black-heart peplum outfit.
118	partial	1.5	?	1	Narrow arms and fitted blue tee show moderate taper; ruffled skirt conceals hips.
119	partial	2.5	?	?	Visible arms and torso support build; raised-arm lean and pleated skirt prevent shape labels.
120	partial	2	?	1	Fitted pink bodice and visible arm support build and moderate taper; puff sleeves and skirt hide balance.
121	detail	?	?	?	Skirt and undershort detail with shoulders absent.
122	partial	2.5	?	1	Sheer sleeves and fitted black top support build and moderate taper; held-out skirt conceals hips.
123	reject	?	?	?	Near-repeat of held-out plaid skirt outfit.
124	partial	2.5	?	1	Black fitted top shows moderate waist taper; layered plaid shorts conceal hip contour.
125	detail	?	?	?	Waist and shorts close-up without shoulders.
126	full	1.5	?	?	Visible slim legs support build; loose blouse and tiered skirt obscure torso shape.
127	reject	?	?	?	Closer repeat of white blouse and black skirt.
128	full	?	?	?	Wide moth cardigan and long skirt conceal body contours.
129	detail	?	?	?	Cardigan fastening close-up.
130	full	2	?	?	Visible legs and fitted inner top support build; wide outstretched cardigan hides shoulder span.
131	back	?	?	?	Rear cardigan promotional view excluded.
132	full	2	?	?	Visible legs and inner top support build; extended cardigan obscures shoulder contour.
133	back	?	?	?	Rear white-cardigan promotional view excluded.
134	back	?	?	?	Rear cardigan collage excluded.
135	full	?	?	?	Closed loose cardigan and wide black trousers obscure build and shape.
136	back	?	?	?	Rear green-cardigan promotional view excluded.
137	full	2	?	?	Visible legs and inner top support build; dropped cardigan sleeves obscure shoulders and hips.
138	full	2	?	1	Bare arms and fitted halter bodice show moderate taper; held-out skirt conceals hip contour.
139	reject	?	?	?	Closer repeat of yellow halter dress.
140	full	?	?	?	Loose layered blouse and long tiered skirt conceal body contours.
141	reject	?	?	?	Promotional repeat of pink layered outfit.
